,Open Bid_x,Open Bid_y,weekday_y,Long Swap USDPLN,Short Swap USDPLN
2014-02-04,0.08,2.32,1,-6.40432098765432e-05,4.7199638663053303e-05
2014-02-05,0.18,2.29,2,-0.0001666666666666667,0.000130859375
2014-02-06,0.04,2.33,3,-6.784188034188033e-05,5.1963601532567054e-05
2014-02-07,0.14,2.38,4,-6.067251461988303e-05,4.228855721393035e-05
2014-02-08,0.04,2.3,5,-7.558760683760684e-05,5.1932367149758455e-05
2014-02-09,0.1,2.3,6,-6.994949494949495e-05,4.8611111111111115e-05
2014-02-10,0.04,2.36,0,-6.864316239316238e-05,5.268199233716475e-05
2014-02-11,0.18,2.31,1,-5.602636534839926e-05,4.405381944444444e-05
2014-02-12,0.1,2.33,2,-0.00018787878787878787,0.0001479166666666667
2014-02-13,0.1,2.36,3,-6.338383838383837e-05,4.9999999999999996e-05
2014-02-14,0.1,2.39,4,-6.287878787878786e-05,5.069444444444445e-05
2014-02-15,0.14,2.4,5,-5.994152046783625e-05,4.270315091210613e-05
2014-02-16,0.1,2.35,6,-6.186868686868686e-05,4.976851851851853e-05
2014-02-17,0.05,2.36,0,-6.772486772486773e-05,5.199430199430199e-05
2014-02-18,0.25,2.32,1,-5.1555555555555556e-05,4.3162393162393156e-05
2014-02-19,0.08,2.25,2,-0.00018672839506172839,0.0001368563685636856
2014-02-20,0.08,2.3,3,-6.352880658436213e-05,4.674796747967479e-05
2014-02-21,0.11,2.27,4,-6.03103103103103e-05,4.72910927456382e-05
2014-02-22,0.05,2.13,5,-7.010582010582011e-05,4.590395480225989e-05
2014-02-23,0.08,2.13,6,-6.738683127572017e-05,4.290876242095754e-05
2014-02-24,0.05,2.19,0,-6.322751322751323e-05,4.731638418079095e-05
2014-02-25,0.08,2.25,1,-6.224279835390946e-05,4.5618789521228535e-05
2014-02-26,0.2,2.27,2,-0.00016111111111111114,0.00013466666666666667
2014-02-27,0.1,2.28,3,-6.136363636363635e-05,4.8148148148148155e-05
2014-02-28,0.22,2.31,4,-5.3278688524590167e-05,4.519400352733686e-05
2014-03-01,0.05,2.33,5,-7.433862433862433e-05,5.06120527306968e-05
2014-03-02,0.08,2.33,6,-7.150205761316872e-05,4.7425474254742554e-05
2014-03-03,0.08,2.31,0,-6.378600823045267e-05,4.697380307136404e-05
2014-03-04,0.18,2.32,1,-5.6261770244821086e-05,4.7199638663053303e-05
2014-03-05,0.18,2.3,2,-0.00016737288135593222,0.00014024390243902435
2014-03-06,0.18,2.31,3,-5.602636534839926e-05,4.697380307136404e-05
2014-03-07,0.25,2.35,4,-5.222222222222222e-05,4.3803418803418805e-05
2014-03-08,0.06,2.39,5,-7.468553459119497e-05,5.202448210922788e-05
2014-03-09,0.08,2.39,6,-7.27880658436214e-05,4.878048780487806e-05
2014-03-10,0.22,2.35,0,-5.4189435336976326e-05,4.607583774250441e-05
2014-03-11,0.1,2.3,1,-6.186868686868686e-05,4.8611111111111115e-05
2014-03-12,0.1,2.4,2,-0.00019318181818181815,0.00015277777777777777
2014-03-13,0.08,2.44,3,-6.712962962962962e-05,4.99096657633243e-05
2014-03-14,0.09,2.42,4,-6.574923547400611e-05,5.2054154995331463e-05
2014-03-15,0.14,2.4,5,-6.115984405458088e-05,4.270315091210613e-05
2014-03-16,0.1,2.38,6,-6.262626262626262e-05,5.046296296296297e-05
2014-03-17,0.22,2.4,0,-5.532786885245902e-05,4.7178130511463834e-05
2014-03-18,0.1,2.38,1,-6.388888888888888e-05,5.046296296296297e-05
2014-03-19,0.1,2.38,2,-0.00019166666666666665,0.0001513888888888889
2014-03-20,0.15,2.4,3,-6.0386473429951696e-05,4.777777777777778e-05
2014-03-21,0.08,2.36,4,-6.507201646090533e-05,5.131826741996233e-05
2014-03-22,0.14,2.36,5,-6.700779727095516e-05,4.187396351575455e-05
2014-03-23,0.1,2.36,6,-7.045454545454545e-05,4.9999999999999996e-05
2014-03-24,0.1,2.33,0,-6.262626262626262e-05,4.930555555555557e-05
2014-03-25,0.17,2.3,1,-5.650522317188983e-05,4.440069991251093e-05
2014-03-26,0.17,2.3,2,-0.0001695156695156695,0.00014207650273224043
2014-03-27,0.25,2.28,3,-5.066666666666666e-05,4.4532627865961194e-05
2014-03-28,0.17,2.3,4,-5.650522317188983e-05,4.7358834244080144e-05
2014-03-29,0.13,2.38,5,-6.858407079646017e-05,4.281537176274018e-05
2014-03-30,0.08,2.38,6,-7.304526748971193e-05,4.8554652213188794e-05
2014-03-31,0.13,2.35,0,-6.0717797443461174e-05,4.2188805346700084e-05
2014-04-01,0.1,2.33,1,-6.262626262626262e-05,4.930555555555557e-05
2014-04-02,0.06,2.32,2,-0.00019732704402515723,0.00015112994350282487
2014-04-03,0.2,2.3,3,-5.439814814814815e-05,4.5555555555555546e-05
2014-04-04,0.09,2.3,4,-6.269113149847094e-05,4.925303454715219e-05
2014-04-05,0.13,2.39,5,-6.047197640117995e-05,4.302422723475354e-05
2014-04-06,0.1,2.19,6,-6.919191919191918e-05,4.6064814814814814e-05
2014-04-07,0.2,2.3,0,-5.439814814814815e-05,4.5555555555555546e-05
2014-04-08,0.08,2.38,1,-6.558641975308641e-05,5.178907721280602e-05
2014-04-09,0.09,2.45,2,-0.00019954128440366974,0.00015826330532212887
2014-04-10,0.08,2.4,3,-6.610082304526749e-05,4.90063233965673e-05
2014-04-11,0.09,2.4,4,-6.396534148827726e-05,5.1587301587301586e-05
2014-04-12,0.14,2.4,5,-6.115984405458088e-05,4.270315091210613e-05
2014-04-13,0.14,2.37,6,-5.921052631578946e-05,4.208126036484245e-05
2014-04-14,0.2,2.25,0,-5.902777777777777e-05,4.4444444444444447e-05
2014-04-15,0.3,2.4,1,-5.021367521367521e-05,3.518518518518518e-05
2014-04-16,0.13,2.4,2,-0.00018215339233038352,0.00015677966101694914
2014-04-17,0.12,2.4,3,-6.15079365079365e-05,5.434782608695653e-05
2014-04-18,0.1,2.41,4,-6.313131313131312e-05,5.115740740740741e-05
2014-04-19,0.14,2.4,5,-5.994152046783625e-05,4.270315091210613e-05
2014-04-20,0.17,2.4,6,-5.76923076923077e-05,4.9635701275045536e-05
2014-04-21,0.13,2.4,0,-6.0717797443461174e-05,5.434782608695653e-05
2014-04-22,0.25,2.45,1,-5.4444444444444446e-05,4.594017094017093e-05
2014-04-23,0.1,2.3,2,-0.0001856060606060606,0.00014583333333333335
2014-04-24,0.09,2.4,3,-6.396534148827726e-05,5.1587301587301586e-05
2014-04-25,0.09,2.3,4,-6.269113149847094e-05,4.925303454715219e-05
2014-04-26,0.13,2.4,5,-6.0717797443461174e-05,4.90063233965673e-05
2014-04-27,0.15,2.4,6,-5.917874396135266e-05,5.0275482093663915e-05
2014-04-28,0.2,2.4,0,-5.555555555555556e-05,4.2181069958847724e-05
2014-04-29,0.1,2.18,1,-6.893939393939393e-05,4.583333333333334e-05
2014-04-30,0.12,2.4,2,-0.0001882440476190476,0.0001489071038251366
2014-05-01,0.08,2.38,3,-6.430041152263375e-05,5.178907721280602e-05
2014-05-02,0.12,2.38,4,-6.1011904761904756e-05,4.918032786885246e-05
2014-05-03,0.08,2.39,5,-6.455761316872426e-05,5.202448210922788e-05
2014-05-04,0.17,2.39,6,-5.7454890788224124e-05,4.9408014571949e-05
2014-05-05,0.11,2.3,0,-6.106106106106105e-05,4.797979797979798e-05
2014-05-06,0.15,2.4,1,-5.917874396135266e-05,5.092592592592593e-05
2014-05-07,0.11,2.4,2,-0.0001869369369369369,0.00015082644628099174
2014-05-08,0.1,2.23,3,-6.0101010101010095e-05,4.699074074074074e-05
2014-05-09,0.1,2.4,4,-6.313131313131312e-05,5.092592592592593e-05
2014-05-10,0.23,2.4,5,-5.3523035230352295e-05,4.323308270676691e-05
2014-05-11,0.17,2.4,6,-5.76923076923077e-05,4.9635701275045536e-05
2014-05-12,0.1,2.4,0,-6.313131313131312e-05,5.092592592592593e-05
2014-05-13,0.1,2.32,1,-6.237373737373737e-05,4.9074074074074075e-05
2014-05-14,0.1,2.4,2,-0.00018939393939393937,0.00015277777777777777
2014-05-15,0.2,2.4,3,-5.555555555555556e-05,4.777777777777778e-05
2014-05-16,0.1,2.4,4,-6.313131313131312e-05,5.092592592592593e-05
2014-05-17,0.06,2.4,5,-6.656184486373166e-05,5.225988700564971e-05
2014-05-18,0.1,2.4,6,-6.313131313131312e-05,5.092592592592593e-05
2014-05-19,0.1,2.4,0,-6.313131313131312e-05,5.092592592592593e-05
2014-05-20,0.2,2.36,1,-5.578703703703704e-05,4.688888888888888e-05
2014-05-21,0.2,2.4,2,-0.0001666666666666667,0.00014333333333333334
2014-05-22,0.2,2.4,3,-5.671296296296296e-05,4.777777777777778e-05
2014-05-23,0.2,2.33,4,-5.50925925925926e-05,4.622222222222223e-05
2014-05-24,0.06,2.4,5,-6.656184486373166e-05,5.225988700564971e-05
2014-05-25,0.13,2.4,6,-6.0717797443461174e-05,4.323308270676691e-05
2014-05-26,0.25,2.4,0,-5.222222222222222e-05,4.658792650918634e-05
2014-05-27,0.2,2.38,1,-5.625e-05,4.733333333333332e-05
2014-05-28,0.2,2.4,2,-0.0001666666666666667,0.00014333333333333334
2014-05-29,0.2,2.4,3,-5.555555555555556e-05,4.777777777777778e-05
2014-05-30,0.22,2.4,4,-5.532786885245902e-05,4.7178130511463834e-05
2014-05-31,0.13,2.4,5,-6.0717797443461174e-05,4.323308270676691e-05
2014-06-01,0.17,2.4,6,-5.76923076923077e-05,4.9635701275045536e-05
2014-06-02,0.09,2.35,0,-6.396534148827726e-05,5.042016806722689e-05
2014-06-03,0.2,2.3,1,-5.439814814814815e-05,4.5555555555555546e-05
2014-06-04,0.1,2.3,2,-0.0001856060606060606,0.00014583333333333335
2014-06-05,0.2,2.37,3,-5.6018518518518525e-05,4.711111111111111e-05
2014-06-06,0.2,2.4,4,-5.671296296296296e-05,4.777777777777778e-05
2014-06-07,0.13,2.38,5,-6.145526057030484e-05,4.281537176274018e-05
2014-06-08,0.07,2.38,6,-6.64589823468328e-05,4.918032786885246e-05
2014-06-09,0.2,2.4,0,-5.555555555555556e-05,4.777777777777778e-05
2014-06-10,0.08,2.38,1,-6.558641975308641e-05,5.178907721280602e-05
2014-06-11,0.2,2.35,2,-0.0001666666666666667,0.00014000000000000001
2014-06-12,0.2,2.42,3,-5.717592592592593e-05,4.822222222222222e-05
2014-06-13,0.06,2.48,4,-6.99685534591195e-05,5.414312617702448e-05
2014-06-14,0.13,2.38,5,-6.0226155358898735e-05,4.281537176274018e-05
2014-06-15,0.17,2.37,6,-5.698005698005699e-05,4.8952641165755927e-05
2014-06-16,0.13,2.48,0,-6.391347099311702e-05,5.414312617702448e-05
2014-06-17,0.2,2.52,1,-5.949074074074073e-05,5.044444444444444e-05
2014-06-18,0.2,2.5,2,-0.00017708333333333332,0.00015
2014-06-19,0.2,2.51,3,-5.925925925925925e-05,5.022222222222221e-05
2014-06-20,0.11,2.52,4,-6.656656656656656e-05,5.303030303030303e-05
2014-06-21,0.14,2.46,5,-6.920077972709551e-05,4.3946932006633486e-05
2014-06-22,0.07,2.45,6,-6.697819314641743e-05,5.0774134790528245e-05
2014-06-23,0.22,2.4,0,-5.532786885245902e-05,4.7178130511463834e-05
2014-06-24,0.1,2.43,1,-6.515151515151514e-05,5.162037037037037e-05
2014-06-25,0.24,2.5,2,-0.00016868279569892474,0.00013432835820895522
2014-06-26,0.2,2.5,3,-5.902777777777777e-05,4.9999999999999996e-05
2014-06-27,0.2,2.45,4,-5.787037037037037e-05,4.88888888888889e-05
2014-06-28,0.14,2.45,5,-6.237816764132554e-05,4.373963515754561e-05
2014-06-29,0.14,2.45,6,-6.237816764132554e-05,4.373963515754561e-05
2014-06-30,0.12,2.45,0,-6.398809523809524e-05,5.413105413105413e-05
2014-07-01,0.06,2.5,1,-7.049266247379455e-05,5.2571166207529844e-05
2014-07-02,0.2,2.5,2,-0.00017708333333333332,0.00015
2014-07-03,0.2,2.47,3,-5.833333333333333e-05,4.933333333333334e-05
2014-07-04,0.2,2.46,4,-5.810185185185185e-05,4.911111111111111e-05
2014-07-05,0.08,2.43,5,-6.558641975308641e-05,5.09641873278237e-05
2014-07-06,0.1,2.23,6,-7.02020202020202e-05,4.699074074074074e-05
2014-07-07,0.12,2.45,0,-6.398809523809524e-05,5.413105413105413e-05
2014-07-08,0.2,2.45,1,-5.787037037037037e-05,4.88888888888889e-05
2014-07-09,0.12,2.45,2,-0.0001919642857142857,0.00016239316239316238
2014-07-10,0.12,2.45,3,-6.398809523809524e-05,5.413105413105413e-05
2014-07-11,0.2,2.43,4,-5.740740740740741e-05,4.844444444444445e-05
2014-07-12,0.08,2.24,5,-7.227366255144032e-05,4.660238751147843e-05
2014-07-13,0.07,2.38,6,-6.516095534787123e-05,4.918032786885246e-05
2014-07-14,0.22,2.42,0,-5.5783242258652095e-05,4.761904761904762e-05
2014-07-15,0.25,2.41,1,-5.355555555555555e-05,4.68066491688539e-05
2014-07-16,0.13,2.4,2,-0.00018584070796460182,0.0001470189701897019
2014-07-17,0.2,2.4,3,-5.671296296296296e-05,4.777777777777778e-05
2014-07-18,0.2,2.4,4,-5.671296296296296e-05,4.777777777777778e-05
2014-07-19,0.14,2.4,5,-6.115984405458088e-05,4.270315091210613e-05
2014-07-20,0.07,2.4,6,-6.697819314641743e-05,4.9635701275045536e-05
2014-07-21,0.22,2.4,0,-5.532786885245902e-05,4.7178130511463834e-05
2014-07-22,0.2,2.4,1,-5.671296296296296e-05,4.777777777777778e-05
2014-07-23,0.2,2.4,2,-0.0001701388888888889,0.00014333333333333334
2014-07-24,0.25,2.33,3,-5.177777777777778e-05,4.563492063492063e-05
2014-07-25,0.2,2.3,4,-5.439814814814815e-05,4.5555555555555546e-05
2014-07-26,0.13,2.18,5,-6.637168141592921e-05,3.863826232247286e-05
2014-07-27,0.08,2.18,6,-7.073045267489711e-05,4.522497704315886e-05
2014-07-28,0.2,2.3,0,-5.439814814814815e-05,4.5555555555555546e-05
2014-07-29,0.2,2.33,1,-5.50925925925926e-05,4.622222222222223e-05
2014-07-30,0.08,2.35,2,-0.0001944444444444444,0.00014549180327868853
2014-07-31,0.2,2.36,3,-5.578703703703704e-05,4.688888888888888e-05
2014-08-01,0.2,2.45,4,-5.787037037037037e-05,4.88888888888889e-05
2014-08-02,0.08,2.37,5,-7.227366255144032e-05,4.9586776859504144e-05
2014-08-03,0.08,2.37,6,-7.227366255144032e-05,4.9586776859504144e-05
2014-08-04,0.08,2.4,0,-6.610082304526749e-05,5.0275482093663915e-05
2014-08-05,0.2,2.4,1,-5.671296296296296e-05,4.777777777777778e-05
2014-08-06,0.2,2.4,2,-0.0001701388888888889,0.00014333333333333334
2014-08-07,0.2,2.42,3,-5.717592592592593e-05,4.822222222222222e-05
2014-08-08,0.2,2.45,4,-5.787037037037037e-05,4.88888888888889e-05
2014-08-09,0.16,2.43,5,-5.914750957854407e-05,4.783950617283951e-05
2014-08-10,0.13,2.43,6,-6.145526057030484e-05,4.3859649122807014e-05
2014-08-11,0.2,2.5,0,-5.902777777777777e-05,4.9999999999999996e-05
2014-08-12,0.13,2.38,1,-6.0226155358898735e-05,5.178907721280602e-05
2014-08-13,0.23,2.45,2,-0.00016734417344173443,0.0001466666666666667
2014-08-14,0.2,2.45,3,-5.787037037037037e-05,4.88888888888889e-05
2014-08-15,0.2,2.45,4,-5.787037037037037e-05,4.88888888888889e-05
2014-08-16,0.13,2.45,5,-6.317600786627338e-05,4.427736006683376e-05
2014-08-17,0.16,2.45,6,-6.082375478927204e-05,4.828042328042328e-05
2014-08-18,0.22,2.45,0,-5.646630236794172e-05,4.828042328042328e-05
2014-08-19,0.2,2.46,1,-5.671296296296296e-05,4.911111111111111e-05
2014-08-20,0.2,2.46,2,-0.00017430555555555556,0.00014733333333333333
2014-08-21,0.22,2.5,3,-5.760473588342441e-05,5.12646793134598e-05
2014-08-22,0.13,2.43,4,-6.268436578171094e-05,4.968383017163505e-05
2014-08-23,0.08,2.39,5,-6.455761316872426e-05,5.0045913682277325e-05
2014-08-24,0.15,2.39,6,-5.893719806763286e-05,5.0045913682277325e-05
2014-08-25,0.2,2.4,0,-5.671296296296296e-05,4.777777777777778e-05
2014-08-26,0.22,2.39,1,-5.5100182149362485e-05,4.755555555555556e-05
2014-08-27,0.22,2.5,2,-0.00017281420765027325,0.00015
2014-08-28,0.2,2.4,3,-5.671296296296296e-05,4.777777777777778e-05
2014-08-29,0.23,2.55,4,-5.80397470641373e-05,5.174731182795699e-05
2014-08-30,0.13,2.43,5,-6.145526057030484e-05,4.3859649122807014e-05
2014-08-31,0.15,2.43,6,-5.990338164251208e-05,5.09641873278237e-05
2014-09-01,0.06,2.5,0,-7.049266247379455e-05,5.2571166207529844e-05
2014-09-02,0.2,2.5,1,-5.902777777777777e-05,4.9999999999999996e-05
2014-09-03,0.22,2.5,2,-0.00017281420765027325,0.00015379403794037942
2014-09-04,0.2,2.5,3,-5.902777777777777e-05,4.9999999999999996e-05
2014-09-05,0.22,2.5,4,-5.760473588342441e-05,5.12646793134598e-05
2014-09-06,0.13,2.45,5,-7.00589970501475e-05,4.427736006683376e-05
2014-09-07,0.13,2.45,6,-7.00589970501475e-05,4.427736006683376e-05
2014-09-08,0.2,2.52,0,-5.949074074074073e-05,5.044444444444444e-05
2014-09-09,0.22,2.56,1,-5.8970856102003646e-05,5.2619692863595306e-05
2014-09-10,0.2,2.54,2,-0.00017986111111111113,0.00015266666666666665
2014-09-11,0.2,2.5,3,-5.902777777777777e-05,4.9999999999999996e-05
2014-09-12,0.2,2.53,4,-5.972222222222221e-05,5.066666666666666e-05
2014-09-13,0.15,2.42,5,-6.859903381642514e-05,4.822222222222222e-05
2014-09-14,0.13,2.42,6,-7.030481809242872e-05,4.365079365079364e-05
2014-09-15,0.2,2.51,0,-5.925925925925925e-05,5.022222222222221e-05
2014-09-16,0.2,2.5,1,-5.902777777777777e-05,4.9999999999999996e-05
2014-09-17,0.2,2.5,2,-0.00017708333333333332,0.00014102564102564101
2014-09-18,0.2,2.5,3,-5.902777777777777e-05,4.9999999999999996e-05
2014-09-19,0.2,2.45,4,-5.787037037037037e-05,4.88888888888889e-05
2014-09-20,0.08,2.45,5,-6.738683127572017e-05,4.950716845878136e-05
2014-09-21,0.13,2.45,6,-6.317600786627338e-05,4.427736006683376e-05
2014-09-22,0.2,2.45,0,-5.787037037037037e-05,4.88888888888889e-05
2014-09-23,0.22,2.45,1,-5.646630236794172e-05,4.828042328042328e-05
2014-09-24,0.22,2.45,2,-0.00016939890710382515,0.0001504065040650407
2014-09-25,0.2,2.4,3,-5.671296296296296e-05,4.777777777777778e-05
2014-09-26,0.17,2.31,4,-5.674264007597342e-05,4.8842592592592595e-05
2014-09-27,0.13,2.2,5,-5.703048180924288e-05,3.905597326649958e-05
2014-09-28,0.15,2.2,6,-5.5555555555555565e-05,4.568411386593205e-05
2014-09-29,0.17,2.2,0,-5.413105413105413e-05,4.62962962962963e-05
2014-09-30,0.22,2.15,1,-4.9635701275045536e-05,4.336043360433604e-05
2014-10-01,0.17,2.32,2,-0.00017094017094017097,0.00014722222222222223
2014-10-02,0.17,2.3,3,-5.650522317188983e-05,4.8611111111111115e-05
2014-10-03,0.17,2.3,4,-5.650522317188983e-05,4.8611111111111115e-05
2014-10-04,0.08,2.2,5,-5.967078189300411e-05,4.3906810035842306e-05
2014-10-05,0.13,2.2,6,-5.580137659783678e-05,3.905597326649958e-05
2014-10-06,0.2,2.35,0,-5.555555555555556e-05,4.666666666666667e-05
2014-10-07,0.2,2.3,1,-5.439814814814815e-05,4.012345679012345e-05
2014-10-08,0.17,2.25,2,-0.00016595441595441596,0.00014236111111111114
2014-10-09,0.2,2.1,3,-4.976851851851853e-05,4.1111111111111116e-05
2014-10-10,0.2,2.05,4,-4.8611111111111115e-05,4e-05
2014-10-11,0.13,1.95,5,-5.7522123893805326e-05,3.3834586466165414e-05
2014-10-12,0.13,1.95,6,-5.7522123893805326e-05,3.3834586466165414e-05
2014-10-13,0.17,2.01,0,-4.9620132953466286e-05,4.1898148148148145e-05
2014-10-14,0.2,2.0,1,-4.7453703703703715e-05,3.888888888888889e-05
2014-10-15,0.23,1.99,2,-0.0001361788617886179,0.00010401002506265662
2014-10-16,0.17,2.0,3,-4.938271604938273e-05,4.1666666666666665e-05
2014-10-17,0.15,2.05,4,-5.1932367149758455e-05,4e-05
2014-10-18,0.08,1.82,5,-6.275720164609053e-05,3.539426523297492e-05
2014-10-19,0.15,1.93,6,-5.072463768115943e-05,3.9485766758494024e-05
2014-10-20,0.15,2.02,0,-5.120772946859904e-05,3.933333333333333e-05
2014-10-21,0.15,2.05,1,-5.1932367149758455e-05,4e-05
2014-10-22,0.17,2.0,2,-0.00014814814814814817,0.000125
2014-10-23,0.15,2.0,3,-5.072463768115943e-05,3.888888888888889e-05
2014-10-24,0.15,1.95,4,-4.95169082125604e-05,3.7777777777777785e-05
2014-10-25,0.08,1.75,5,-6.095679012345678e-05,3.382616487455197e-05
2014-10-26,0.07,1.9,6,-5.63343717549325e-05,3.8251366120218585e-05
2014-10-27,0.15,1.72,0,-5.603864734299518e-05,3.2666666666666657e-05
2014-10-28,0.13,1.95,1,-5.0884955752212395e-05,3.884372177055104e-05
2014-10-29,0.17,2.0,2,-0.00014814814814814817,0.00012327823691460056
2014-10-30,0.2,1.77,3,-4.467592592592593e-05,3.377777777777778e-05
2014-10-31,0.17,1.9,4,-4.7008547008547014e-05,3.935185185185185e-05
2014-11-01,0.17,1.75,5,-4.6533713200379874e-05,3.237095363079615e-05
2014-11-02,0.15,1.73,6,-4.541062801932367e-05,3.489439853076217e-05
2014-11-03,0.2,1.75,0,-4.2824074074074066e-05,3.535353535353536e-05
2014-11-04,0.13,1.76,1,-4.621435594886922e-05,3.455284552845528e-05
2014-11-05,0.2,1.75,2,-0.000125,0.00010000000000000002
2014-11-06,0.2,1.72,3,-4.0972222222222225e-05,3.2666666666666657e-05
2014-11-07,0.17,1.8,4,-4.463437796771131e-05,3.703703703703704e-05
2014-11-08,0.09,1.83,5,-5.504587155963302e-05,3.71900826446281e-05
2014-11-09,0.15,1.87,6,-4.8792270531400975e-05,3.810835629017448e-05
2014-11-10,0.17,1.98,0,-4.890788224121557e-05,4.1203703703703705e-05
2014-11-11,0.17,2.0,1,-4.938271604938273e-05,4.1666666666666665e-05
2014-11-12,0.2,2.0,2,-0.00014236111111111114,0.00011666666666666667
2014-11-13,0.17,2.0,3,-4.938271604938273e-05,4.1666666666666665e-05
2014-11-14,0.17,1.95,4,-4.819563152896488e-05,4.0509259259259265e-05
2014-11-15,0.13,1.82,5,-5.211406096361849e-05,3.590785907859079e-05
2014-11-16,0.07,1.89,6,-5.5036344755970916e-05,3.8023679417122035e-05
2014-11-17,0.13,1.93,0,-5.039331366764996e-05,3.8392050587172534e-05
2014-11-18,0.13,1.95,1,-5.0884955752212395e-05,3.884372177055104e-05
2014-11-19,0.13,1.99,2,-0.00015560471976401184,0.00011924119241192414
2014-11-20,0.17,1.95,3,-4.819563152896488e-05,4.0509259259259265e-05
2014-11-21,0.13,1.9,4,-4.9655850540806295e-05,3.7714543812104795e-05
2014-11-22,0.07,1.77,5,-5.192107995846313e-05,3.798670465337132e-05
2014-11-23,0.06,1.76,6,-5.2410901467505245e-05,3.558310376492194e-05
2014-11-24,0.13,1.9,0,-4.9655850540806295e-05,4.048964218455744e-05
2014-11-25,0.13,1.93,1,-5.039331366764996e-05,4.119585687382298e-05
2014-11-26,0.17,1.95,2,-0.00014458689458689465,0.0001215277777777778
2014-11-27,0.2,1.95,3,-4.62962962962963e-05,3.7777777777777785e-05
2014-11-28,0.17,1.95,4,-4.819563152896488e-05,4.0509259259259265e-05
2014-11-29,0.08,1.82,5,-5.246913580246914e-05,3.4888888888888895e-05
2014-11-30,0.07,1.81,6,-5.295950155763239e-05,3.8936372269705616e-05
2014-12-01,0.13,1.61,0,-5.48180924287119e-05,3.3662900188323924e-05
2014-12-02,0.16,1.9,1,-4.765325670498085e-05,3.615520282186948e-05
2014-12-03,0.13,1.93,2,-0.0001511799410029499,0.00012358757062146895
2014-12-04,0.2,1.8,3,-4.3981481481481486e-05,3.444444444444444e-05
2014-12-05,0.07,1.96,4,-5.555555555555556e-05,4.563492063492063e-05
2014-12-06,0.08,1.73,5,-6.044238683127572e-05,3.648775894538607e-05
2014-12-07,0.15,1.76,6,-4.61352657004831e-05,3.558310376492194e-05
2014-12-08,0.17,1.93,0,-4.772079772079773e-05,4.004629629629629e-05
2014-12-09,0.13,1.98,1,-5.1622418879056056e-05,4.2372881355932206e-05
2014-12-10,0.27,2.03,2,-0.00013188976377952755,0.00010097323600973233
2014-12-11,0.2,2.05,3,-4.8611111111111115e-05,4e-05
2014-12-12,0.13,1.95,4,-5.0884955752212395e-05,4.166666666666667e-05
2014-12-13,0.08,1.82,5,-5.246913580246914e-05,3.8606403013182684e-05
2014-12-14,0.15,1.79,6,-4.806763285024155e-05,3.627180899908173e-05
2014-12-15,0.17,1.81,0,-4.582146248812916e-05,3.7268518518518523e-05
2014-12-16,0.2,2.0,1,-4.7453703703703715e-05,3.888888888888889e-05
2014-12-17,0.13,2.0,2,-0.00015634218289085547,0.00012853107344632772
2014-12-18,0.2,2.0,3,-4.7453703703703715e-05,3.888888888888889e-05
2014-12-19,0.13,2.0,4,-5.211406096361849e-05,4.284369114877591e-05
2014-12-20,0.08,1.9,5,-5.452674897119341e-05,4.048964218455744e-05
2014-12-21,0.15,1.9,6,-4.95169082125604e-05,3.879706152433425e-05
2014-12-22,0.2,2.05,0,-4.8611111111111115e-05,4e-05
2014-12-23,0.2,1.81,1,-4.3981481481481486e-05,3.466666666666667e-05
2014-12-24,0.13,1.8,2,-0.0001452802359882006,0.00011440677966101694
2014-12-25,0.08,1.78,3,-5.144032921810699e-05,3.500451671183379e-05
2014-12-26,0.12,1.78,4,-4.8611111111111115e-05,3.6574074074074076e-05
2014-12-27,0.08,1.76,5,-5.092592592592592e-05,3.71939736346516e-05
2014-12-28,0.08,1.72,6,-4.989711934156379e-05,3.364950316169828e-05
2014-12-29,0.15,1.9,0,-4.95169082125604e-05,3.935185185185185e-05
2014-12-30,0.2,1.8,1,-4.3981481481481486e-05,3.444444444444444e-05
2014-12-31,0.1,1.81,2,-0.0001515151515151515,0.00012028985507246378
2015-01-01,0.08,1.87,3,-5.118312757201645e-05,3.978342749529191e-05
2015-01-02,0.17,1.87,4,-4.510921177587844e-05,3.865740740740742e-05
2015-01-03,0.1,1.87,5,-4.974747474747474e-05,3.354700854700855e-05
2015-01-04,0.08,1.87,6,-5.118312757201645e-05,3.978342749529191e-05
2015-01-05,0.1,1.9,0,-5.05050505050505e-05,4.2270531400966186e-05
2015-01-06,0.2,2.0,1,-4.7453703703703715e-05,3.632478632478632e-05
2015-01-07,0.2,1.95,2,-0.00013888888888888892,0.00011333333333333336
2015-01-08,0.2,1.87,3,-4.328703703703703e-05,3.354700854700855e-05
2015-01-09,0.1,1.87,4,-4.974747474747474e-05,4.1545893719806775e-05
2015-01-10,0.08,1.87,5,-5.118312757201645e-05,3.978342749529191e-05
2015-01-11,0.08,1.87,6,-5.118312757201645e-05,3.703703703703704e-05
2015-01-12,0.17,1.98,0,-4.890788224121557e-05,4.1203703703703705e-05
2015-01-13,0.17,1.95,1,-4.819563152896488e-05,3.674540682414699e-05
2015-01-14,0.17,1.91,2,-0.00014173789173789177,0.00010761154855643045
2015-01-15,0.07,2.0,3,-5.6593977154724816e-05,4.662698412698412e-05
2015-01-16,0.18,1.84,4,-4.378531073446329e-05,3.3854166666666665e-05
2015-01-17,0.08,1.23,5,-3.935185185185186e-05,2.4717514124293788e-05
2015-01-18,0.15,1.19,6,-3.429951690821257e-05,2.2497704315886132e-05
