,Open Bid_x,Open Bid_y,weekday_y,Long Swap USDPLN,Short Swap USDPLN
2008-03-30,2.97,5.75,6,-2.155051777218024e-05,1.7512077294685983e-05
2008-03-31,2.75,5.89,0,-2.4814814814814812e-05,2.0675105485232058e-05
2008-04-01,2.9,5.77,1,-2.186609686609686e-05,1.8089430894308948e-05
2008-04-02,2.93,5.75,2,-6.446140797285833e-05,5.5555555555555565e-05
2008-04-03,2.95,5.98,3,-2.2784810126582274e-05,2.0096021947873805e-05
2008-04-04,2.8,5.87,4,-2.39766081871345e-05,1.9930555555555556e-05
2008-04-05,2.7,5.85,5,-2.522522522522522e-05,2.2295321637426896e-05
2008-04-06,2.77,5.85,6,-2.4241084585912168e-05,2.05160744500846e-05
2008-04-07,2.8,5.98,0,-2.478070175438597e-05,2.069444444444445e-05
2008-04-08,2.65,5.83,1,-2.6484018264840187e-05,2.1500721500721504e-05
2008-04-09,2.65,5.9,2,-7.899543378995434e-05,6.601731601731602e-05
2008-04-10,2.65,5.84,3,-2.58751902587519e-05,2.1572871572871573e-05
2008-04-11,2.66,5.74,4,-2.496964177292046e-05,2.2015366430260048e-05
2008-04-12,2.76,5.9,5,-2.4748817966903077e-05,2.1876799078871623e-05
2008-04-13,2.6,5.9,6,-2.7083333333333335e-05,2.3062186855290305e-05
2008-04-14,2.7,5.9,0,-2.5600600600600597e-05,2.2660818713450296e-05
2008-04-15,2.55,5.87,1,-2.762128325508608e-05,2.3111111111111115e-05
2008-04-16,2.6,5.88,2,-8.078703703703704e-05,6.754385964912281e-05
2008-04-17,2.82,5.83,3,-2.3414776032577083e-05,2.0620748299319728e-05
2008-04-18,2.7,5.76,4,-2.4549549549549545e-05,2.1637426900584794e-05
2008-04-19,2.7,5.84,5,-2.5150150150150148e-05,2.2222222222222223e-05
2008-04-20,2.7,5.84,6,-2.5150150150150148e-05,2.2222222222222223e-05
2008-04-21,2.8,5.84,0,-2.375730994152047e-05,2.094017094017094e-05
2008-04-22,2.6,5.79,1,-2.6157407407407405e-05,2.185672514619883e-05
2008-04-23,2.6,5.88,2,-8.078703703703704e-05,6.754385964912281e-05
2008-04-24,2.75,5.78,3,-2.4e-05,1.990154711673699e-05
2008-04-25,2.81,5.84,4,-2.3622047244094482e-05,2.1445020149683363e-05
2008-04-26,2.6,5.94,5,-2.7391975308641977e-05,2.4324324324324324e-05
2008-04-27,2.75,5.94,6,-2.518518518518519e-05,2.22943722943723e-05
2008-04-28,2.65,5.89,0,-2.625570776255708e-05,2.325925925925926e-05
2008-04-29,2.5,5.95,1,-2.9047619047619052e-05,2.4399399399399395e-05
2008-04-30,2.5,6.05,2,-8.952380952380952e-05,7.545045045045045e-05
2008-05-01,2.5,5.9,3,-2.8650793650793656e-05,2.4447471995155926e-05
2008-05-02,2.4,5.92,4,-3.047385620915033e-05,2.714285714285714e-05
2008-05-03,2.35,5.96,5,-3.1674958540630186e-05,2.7460317460317462e-05
2008-05-04,2.4,5.96,6,-3.0800653594771244e-05,2.7460317460317462e-05
2008-05-05,2.35,5.82,0,-3.0431177446102812e-05,2.55868544600939e-05
2008-05-06,2.6,5.85,1,-2.6774691358024694e-05,2.296296296296296e-05
2008-05-07,2.5,6.05,2,-8.952380952380952e-05,8.215962441314555e-05
2008-05-08,2.5,5.92,3,-2.8571428571428567e-05,2.488584474885845e-05
2008-05-09,2.3,6.0,4,-3.291245791245792e-05,2.8582930756843795e-05
2008-05-10,2.3,5.8,5,-3.198653198653198e-05,2.777777777777778e-05
2008-05-12,2.4,5.71,0,-2.8758169934640522e-05,2.5476190476190472e-05
2008-05-13,2.2,5.66,1,-3.185763888888889e-05,2.663398692810458e-05
2008-05-14,2.35,5.62,2,-8.656716417910449e-05,7.42857142857143e-05
2008-05-15,2.4,5.61,3,-2.7941176470588236e-05,2.4682539682539684e-05
2008-05-16,2.25,5.79,4,-3.205128205128205e-05,2.6892109500805148e-05
2008-05-17,2.35,5.78,5,-3.018242122719735e-05,2.681159420289855e-05
2008-05-18,2.38,5.78,6,-2.9667981591058523e-05,2.6340996168582375e-05
2008-05-19,2.2,5.78,0,-3.2899305555555546e-05,2.7614379084967322e-05
2008-05-20,2.17,5.85,1,-3.399929898352611e-05,2.8684470820969328e-05
2008-05-21,2.13,6.0,2,-0.00010862619808306709,9.184184184184187e-05
2008-05-22,2.2,5.88,3,-3.37673611111111e-05,3.0134680134680136e-05
2008-05-23,2.3,5.85,4,-3.156565656565656e-05,2.818627450980392e-05
2008-05-24,2.3,5.88,5,-3.1902356902356905e-05,2.8431372549019604e-05
2008-05-25,2.25,5.88,6,-3.282051282051282e-05,2.893175074183976e-05
2008-05-26,2.28,5.87,0,-3.2181571815718164e-05,2.7858762552640105e-05
2008-05-27,2.3,5.82,1,-3.1397306397306396e-05,2.713365539452496e-05
2008-05-28,2.33,5.79,2,-9.184184184184187e-05,7.926245210727967e-05
2008-05-29,2.4,5.71,3,-2.8758169934640522e-05,2.5476190476190472e-05
2008-05-30,2.3,5.76,4,-3.08922558922559e-05,2.665056360708534e-05
2008-05-31,2.43,5.82,5,-2.9073534175574987e-05,2.5889203651243315e-05
2008-06-01,2.4,5.88,6,-3.0147058823529416e-05,2.6515151515151516e-05
2008-06-02,2.41,5.92,0,-3.03030303030303e-05,2.777777777777778e-05
2008-06-03,2.4,5.91,1,-3.03921568627451e-05,2.7063492063492066e-05
2008-06-04,2.4,5.92,2,-9.142156862745098e-05,8.381642512077292e-05
2008-06-05,2.3,5.87,3,-3.181818181818182e-05,2.918739635157546e-05
2008-06-06,2.3,5.86,4,-3.1734006734006735e-05,2.745571658615137e-05
2008-06-07,2.36,5.92,5,-3.116732804232805e-05,2.777777777777778e-05
2008-06-08,2.3,5.92,6,-3.223905723905724e-05,2.8427550357374925e-05
2008-06-09,2.34,5.91,0,-3.143712574850299e-05,2.802002583979329e-05
2008-06-10,2.25,5.85,1,-3.256410256410256e-05,2.902155887230514e-05
2008-06-11,2.2,5.89,2,-0.00010156249999999995,8.805970149253731e-05
2008-06-12,2.25,5.84,3,-3.247863247863247e-05,2.8938640132669975e-05
2008-06-13,2.18,5.81,4,-3.354297693920335e-05,2.9029029029029027e-05
2008-06-14,2.35,5.82,5,-3.0431177446102812e-05,2.713365539452496e-05
2008-06-15,2.18,5.82,6,-3.354297693920335e-05,2.9629629629629637e-05
2008-06-16,2.25,5.75,0,-3.179487179487179e-05,2.819237147595356e-05
2008-06-17,2.25,5.8,1,-3.205128205128205e-05,2.777777777777778e-05
2008-06-18,2.15,5.81,2,-0.00010238095238095237,8.863636363636362e-05
2008-06-19,2.2,5.79,3,-3.298611111111111e-05,2.8524046434494193e-05
2008-06-20,2.7,5.82,4,-2.492492492492492e-05,2.1428571428571425e-05
2008-06-21,2.65,5.95,5,-2.6712328767123295e-05,2.3703703703703703e-05
2008-06-22,2.8,5.95,6,-2.4561403508771932e-05,2.147108843537415e-05
2008-06-23,2.75,5.9,0,-2.4888888888888896e-05,2.074542897327707e-05
2008-06-24,2.8,5.94,1,-2.4488304093567256e-05,2.1026722925457102e-05
2008-06-25,2.7,6.07,2,-8.063063063063062e-05,6.96969696969697e-05
2008-06-26,2.75,5.95,3,-2.518518518518519e-05,2.1723646723646727e-05
2008-06-27,2.5,5.8,4,-2.785714285714285e-05,2.327327327327327e-05
2008-06-28,2.43,6.04,5,-3.0936183997408486e-05,2.7620396600566576e-05
2008-06-29,2.3,6.04,6,-3.324915824915826e-05,2.9402209226770628e-05
2008-06-30,2.35,6.0,0,-3.175787728026533e-05,2.777777777777778e-05
2008-07-01,2.35,6.1,1,-3.283582089552238e-05,2.8571428571428567e-05
2008-07-02,2.5,5.92,2,-8.64285714285714e-05,7.465753424657535e-05
2008-07-03,2.35,5.92,3,-3.134328358208955e-05,2.714285714285714e-05
2008-07-04,2.33,5.92,4,-3.1698365031698364e-05,2.7458492975734355e-05
2008-07-05,2.47,5.84,5,-2.865834133845661e-05,2.5443510737628385e-05
2008-07-06,2.42,5.84,6,-2.9483430799220274e-05,2.589453860640301e-05
2008-07-07,2.45,5.84,0,-2.8985507246376803e-05,2.4999999999999998e-05
2008-07-08,2.38,5.88,1,-3.0489809335963186e-05,2.7139208173690934e-05
2008-07-09,2.38,5.79,2,-8.925049309664693e-05,7.926245210727967e-05
2008-07-10,2.35,5.99,3,-3.1840796019900494e-05,2.8502415458937194e-05
2008-07-11,2.41,5.84,4,-2.9651352231997392e-05,2.635327635327636e-05
2008-07-12,2.41,6.02,5,-3.1117627891821436e-05,2.777777777777778e-05
2008-07-13,2.37,6.02,6,-3.181668315199473e-05,2.8096147723654872e-05
2008-07-14,2.33,6.02,0,-3.253253253253253e-05,2.9073534175574987e-05
2008-07-15,2.4,6.02,1,-3.129084967320261e-05,2.793650793650794e-05
2008-07-16,2.39,6.07,2,-9.56243854473943e-05,8.548233046800384e-05
2008-07-17,2.4,6.05,3,-3.1535947712418296e-05,2.8985507246376803e-05
2008-07-18,2.39,6.06,4,-3.179285480170435e-05,2.8414517669531993e-05
2008-07-19,2.35,5.9,5,-3.109452736318408e-05,2.6984126984126987e-05
2008-07-20,2.35,6.06,6,-3.250414593698175e-05,2.90660225442834e-05
2008-07-21,2.3,6.04,0,-3.324915824915826e-05,2.973856209150327e-05
2008-07-22,2.3,5.92,1,-3.215488215488216e-05,2.8758169934640522e-05
2008-07-23,2.3,5.9,2,-9.621212121212123e-05,8.333333333333334e-05
2008-07-24,2.35,5.83,3,-3.059701492537313e-05,2.642857142857143e-05
2008-07-25,2.35,5.97,4,-3.175787728026533e-05,2.8341384863123987e-05
2008-07-26,2.4,5.72,5,-2.883986928104575e-05,2.5555555555555554e-05
2008-07-27,2.33,5.72,6,-3.003003003003003e-05,2.6328502415458936e-05
2008-07-28,2.3,5.76,0,-3.08922558922559e-05,2.7450980392156865e-05
2008-07-29,2.45,5.92,1,-2.9629629629629623e-05,2.6369327073552427e-05
2008-07-30,2.45,5.89,2,-8.816425120772945e-05,7.61574074074074e-05
2008-07-31,2.4,6.02,3,-3.129084967320261e-05,2.793650793650794e-05
2008-08-01,2.3,6.01,4,-3.2996632996632995e-05,2.86634460547504e-05
2008-08-02,2.43,6.03,5,-3.085519922254615e-05,2.7541706011960973e-05
2008-08-03,2.35,6.04,6,-3.2338308457711435e-05,2.890499194847021e-05
2008-08-04,2.28,5.99,0,-3.277439024390245e-05,2.8830579850988012e-05
2008-08-05,2.4,6.04,1,-3.145424836601307e-05,2.80952380952381e-05
2008-08-06,2.27,6.0,2,-9.964322120285422e-05,8.723196881091618e-05
2008-08-07,2.27,5.99,3,-3.338430173292559e-05,2.8996101364522412e-05
2008-08-08,2.27,6.02,4,-3.363914373088686e-05,2.923976608187134e-05
2008-08-09,2.39,6.08,5,-3.195673549655851e-05,2.857370264247055e-05
2008-08-10,2.29,6.07,6,-3.3687943262411347e-05,2.981427174975562e-05
2008-08-11,2.35,6.07,0,-3.258706467661692e-05,2.914653784219001e-05
2008-08-12,2.35,6.0,1,-3.2089552238805965e-05,2.8582930756843795e-05
2008-08-13,2.24,6.13,2,-0.00010545267489711933,9.1937069813176e-05
2008-08-14,2.24,5.99,3,-3.3864883401920435e-05,2.9498525073746308e-05
2008-08-15,2.24,6.09,4,-3.48079561042524e-05,3.0317928548017045e-05
2008-08-16,2.39,6.11,5,-3.220255653883972e-05,2.8812480101878386e-05
2008-08-17,2.25,6.11,6,-3.478632478632479e-05,3.082756346851302e-05
2008-08-18,2.35,6.11,0,-3.291873963515754e-05,2.946859903381643e-05
2008-08-19,2.3,6.11,1,-3.383838383838384e-05,3.0310457516339873e-05
2008-08-20,2.24,6.14,2,-0.00010570987654320984,9.218289085545721e-05
2008-08-21,2.45,5.99,3,-3.0193236714975845e-05,2.69170579029734e-05
2008-08-22,2.4,6.04,4,-3.145424836601307e-05,2.80952380952381e-05
2008-08-23,2.31,5.98,5,-3.256126216851292e-05,2.8749595076125686e-05
2008-08-24,2.38,5.98,6,-3.131163708086785e-05,2.7619047619047622e-05
2008-08-25,2.18,6.02,0,-3.529000698812019e-05,2.991452991452991e-05
2008-08-26,2.27,6.0,1,-3.338430173292559e-05,2.907732293697206e-05
2008-08-27,2.27,6.02,2,-0.00010066258919469929,8.771929824561402e-05
2008-08-28,2.3,6.01,3,-3.291245791245792e-05,2.86634460547504e-05
2008-08-29,2.39,6.0,4,-3.1301212717141926e-05,2.6995305164319248e-05
2008-08-30,2.26,6.03,5,-3.3827539195637364e-05,2.9996712689020387e-05
2008-08-31,2.4,6.0,6,-3.112745098039216e-05,2.8582930756843795e-05
2008-09-01,2.35,6.01,0,-3.200663349917082e-05,2.86634460547504e-05
2008-09-02,2.28,5.99,1,-3.319783197831979e-05,2.8017241379310348e-05
2008-09-03,2.25,6.01,2,-0.00010179487179487177,8.848039215686272e-05
2008-09-04,2.25,5.98,3,-3.367521367521368e-05,2.9248366013071903e-05
2008-09-05,2.23,6.02,4,-3.439972480220159e-05,2.991452991452991e-05
2008-09-06,2.2,6.1,5,-3.567708333333333e-05,3.0228758169934646e-05
2008-09-07,2.35,6.1,6,-3.283582089552238e-05,3.0228758169934646e-05
2008-09-08,2.25,6.08,0,-3.452991452991453e-05,3.006535947712419e-05
2008-09-09,2.3,6.03,1,-3.2996632996632995e-05,3.0514096185737983e-05
2008-09-10,2.25,6.07,2,-0.00010333333333333334,9.52020202020202e-05
2008-09-11,2.3,6.06,3,-3.341750841750842e-05,3.0762852404643446e-05
2008-09-12,2.25,6.07,4,-3.444444444444445e-05,2.9983660130718955e-05
2008-09-13,2.15,6.03,5,-3.606701940035274e-05,3.0514096185737983e-05
2008-09-14,2.23,6.03,6,-3.448572411420709e-05,3.0514096185737983e-05
2008-09-15,2.2,6.03,0,-3.4895833333333325e-05,3.0514096185737983e-05
2008-09-16,2.8,5.8,1,-2.3464912280701758e-05,1.9444444444444445e-05
2008-09-17,4.47,6.05,2,-2.787934186471663e-05,2.1018354055654238e-05
2008-09-18,3.0,6.17,3,-2.270833333333333e-05,2.201388888888889e-05
2008-09-19,2.25,6.07,4,-3.4871794871794875e-05,2.9983660130718955e-05
2008-09-20,2.5,5.95,5,-2.92063492063492e-05,7.3232323232323234e-06
2008-09-21,4.0,5.95,6,-1.2111111111111109e-05,4.291251384274645e-06
2008-09-22,3.5,5.95,0,-1.635802469135803e-05,7.00700700700701e-06
2008-09-23,3.0,5.86,1,-2.1249999999999998e-05,1.705882352941177e-05
2008-09-24,3.6,5.85,2,-4.4384057971014505e-05,1.8601190476190485e-05
2008-09-25,4.0,5.95,3,-1.1944444444444448e-05,7.3232323232323234e-06
2008-09-26,4.5,5.96,4,-8.383838383838382e-06,4.178145087235999e-06
2008-09-27,2.25,6.0,5,-3.376068376068376e-05,2.941176470588236e-05
2008-09-28,4.2,6.0,6,-1.0683760683760682e-05,8.909853249475895e-06
2008-09-29,3.8,6.01,0,-1.3946759259259261e-05,9.668803418803416e-06
2008-09-30,4.5,6.04,1,-8.787878787878788e-06,2.307692307692307e-06
2008-10-01,4.55,6.15,2,-2.702702702702703e-05,1.6806722689075624e-05
2008-10-02,3.0,6.17,3,-2.3402777777777778e-05,5.4166666666666685e-06
2008-10-03,4.0,6.16,4,-1.311111111111111e-05,5.370370370370371e-06
2008-10-04,3.5,6.1,5,-1.728395061728395e-05,2.5641025641025614e-06
2008-10-05,4.4,6.1,6,-9.773662551440323e-06,4.448075526506895e-06
2008-10-06,4.0,6.1,0,-1.2777777777777777e-05,8.080808080808077e-06
2008-10-07,2.5,6.15,1,-3.055555555555556e-05,1.635802469135803e-05
2008-10-08,5.0,6.16,2,-1.88888888888889e-05,-3.7777777777777777e-06
2008-10-09,3.75,6.12,3,-1.5029239766081873e-05,6.920077972709549e-06
2008-10-10,4.0,6.32,4,-1.4e-05,1.2698412698412727e-06
2008-10-11,5.75,6.35,5,-3.2921810699588462e-06,-1.433691756272402e-06
2008-10-12,5.75,6.35,6,-3.2921810699588462e-06,-1.433691756272402e-06
2008-10-13,4.5,6.25,0,-9.848484848484847e-06,9.920634920634948e-07
2008-10-14,4.0,6.15,1,-1.3611111111111111e-05,2.7777777777777805e-06
2008-10-15,3.25,6.24,2,-6.254901960784314e-05,1.722222222222223e-05
2008-10-16,2.94,6.26,3,-2.4816694867456287e-05,9.293300653594769e-06
2008-10-17,2.75,6.33,4,-2.7925925925925923e-05,1.1005291005291005e-05
2008-10-18,2.15,6.25,5,-3.791887125220459e-05,1.7992424242424234e-05
2008-10-19,3.5,6.25,6,-1.820987654320988e-05,1.2499999999999999e-05
2008-10-20,2.92,6.13,0,-2.4872448979591835e-05,1.0530840318074362e-05
2008-10-21,2.5,6.12,1,-3.031746031746032e-05,2.1666666666666667e-05
2008-10-22,0.75,6.1,2,-0.0002642857142857143,7.444444444444444e-05
2008-10-23,1.0,6.12,3,-7.38888888888889e-05,3.814814814814815e-05
2008-10-24,1.5,6.11,4,-5.344444444444444e-05,3.805555555555556e-05
2008-10-25,1.75,6.0,5,-4.616161616161617e-05,2.4074074074074077e-05
2008-10-26,1.9,6.0,6,-4.2337164750957856e-05,2.623456790123457e-05
2008-10-27,1.9,5.9,0,-4.1187739463601534e-05,2.5462962962962965e-05
2008-10-28,1.5,6.06,1,-5.288888888888889e-05,3.7592592592592586e-05
2008-10-29,2.1,6.06,2,-0.00011182795698924731,9.228855721393035e-05
2008-10-30,0.65,6.08,3,-9.478114478114478e-05,4.003831417624521e-05
2008-10-31,0.8,6.08,4,-8.425925925925925e-05,5.772946859903383e-05
2008-11-01,1.75,6.1,5,-4.5959595959595954e-05,2.4814814814814812e-05
2008-11-02,1.75,6.1,6,-4.5959595959595954e-05,2.4814814814814812e-05
2008-11-03,0.75,6.1,0,-8.730158730158731e-05,5.987654320987654e-05
2008-11-04,0.47,6.11,1,-0.00011035525321239607,7.29875283446712e-05
2008-11-05,0.74,6.05,2,-0.0002638888888888889,0.000211892797319933
2008-11-06,-0.9,6.1,3,-0.0020000000000000005,0.00016944444444444442
2008-11-07,-0.82,6.0,4,-0.001083333333333333,6.944444444444444e-05
2008-11-08,1.0,6.06,5,-7.305555555555555e-05,5.9382716049382705e-05
2008-11-09,1.0,6.06,6,-7.305555555555555e-05,5.9382716049382705e-05
2008-11-10,0.25,6.06,0,-0.00013355555555555554,8.428571428571427e-05
2008-11-11,0.42,6.15,1,-0.00011600156494522693,5.395518975765891e-05
2008-11-12,0.37,6.11,2,-0.00035523114355231133,0.0001666666666666667
2008-11-13,0.7,6.1,3,-9.15032679738562e-05,7.083333333333332e-05
2008-11-14,-0.9,6.11,4,-0.0020027777777777782,0.00016972222222222223
2008-11-15,0.7,6.0,5,-8.986928104575163e-05,6.944444444444444e-05
2008-11-16,0.6,6.0,6,-9.722222222222223e-05,6.394129979035639e-05
2008-11-17,0.5,6.0,0,-0.00010648148148148147,2.777777777777778e-05
2008-11-18,0.9,5.9,1,-7.602339181286549e-05,5.703048180924288e-05
2008-11-19,0.77,6.15,2,-0.0002721280602636535,0.00019640062597809082
2008-11-20,0.4,5.96,3,-0.0001142857142857143,5.628019323671498e-05
2008-11-21,0.8,6.01,4,-8.348765432098766e-05,6.494708994708994e-05
2008-11-22,0.75,6.0,5,-8.650793650793652e-05,6.944444444444444e-05
2008-11-23,0.75,6.0,6,-8.650793650793652e-05,6.944444444444444e-05
2008-11-24,0.85,5.8,0,-7.732732732732733e-05,3.315412186379928e-05
2008-11-25,1.07,5.9,1,-6.74986580783682e-05,5.4837164750957855e-05
2008-11-26,1.0,5.5,2,-0.00019999999999999998,0.00013333333333333334
2008-11-27,1.1,5.79,3,-6.468253968253968e-05,4.476495726495727e-05
2008-11-28,1.0,5.96,4,-7.166666666666667e-05,4.955555555555555e-05
2008-11-29,0.75,5.83,5,-8.38095238095238e-05,6.708333333333333e-05
2008-11-30,0.75,5.83,6,-8.38095238095238e-05,6.708333333333333e-05
2008-12-01,0.9,5.84,0,-7.514619883040936e-05,5.858585858585858e-05
2008-12-02,1.15,5.7,1,-6.136950904392766e-05,3.86904761904762e-05
2008-12-03,1.1,5.81,2,-0.0001948412698412698,0.00016340579710144926
2008-12-04,0.6,5.81,3,-9.39236111111111e-05,6.230158730158728e-05
2008-12-05,0.6,5.81,4,-9.39236111111111e-05,6.230158730158728e-05
2008-12-06,0.75,5.8,5,-8.333333333333333e-05,6.666666666666666e-05
2008-12-07,0.75,5.8,6,-8.333333333333333e-05,6.666666666666666e-05
2008-12-08,-0.85,5.75,0,-0.0012592592592592592,6.597222222222222e-05
2008-12-09,0.4,5.74,1,-0.00010992063492063493,7.623456790123457e-05
2008-12-10,0.17,5.69,2,-0.0004074074074074075,0.00023892100192678226
2008-12-11,0.1,5.71,3,-0.00014671717171717172,3.234767025089606e-05
2008-12-12,0.2,5.72,4,-0.0001324074074074074,7.592592592592591e-05
2008-12-13,0.25,5.73,5,-0.0001262222222222222,6.569444444444445e-05
2008-12-14,0.25,5.73,6,-0.0001262222222222222,6.569444444444445e-05
2008-12-15,0.2,5.7,0,-0.00013194444444444446,8.854166666666666e-05
2008-12-16,0.1,5.71,1,-0.00014671717171717172,9.648148148148149e-05
2008-12-17,0.1,5.45,2,-0.00042045454545454536,0.0003645833333333333
2008-12-18,0.2,5.68,3,-0.00013125000000000002,8.819444444444444e-05
2008-12-19,0.1,5.62,4,-0.00014444444444444446,9.481481481481481e-05
2008-12-20,0.25,5.65,5,-0.00012444444444444444,6.458333333333334e-05
2008-12-21,0.25,5.65,6,-0.00012444444444444444,6.458333333333334e-05
2008-12-22,0.05,5.62,0,-0.00015264550264550267,3.2513661202185796e-05
2008-12-23,0.5,5.65,1,-9.907407407407407e-05,6.458333333333334e-05
2008-12-24,0.35,4.91,2,-0.00029382716049382714,8.649425287356322e-05
2008-12-25,0.1,5.1,3,-0.0001313131313131313,0.00010256410256410255
2008-12-26,0.1,5.1,4,-0.0001313131313131313,0.00010256410256410255
2008-12-27,0.25,5.1,5,-0.00011222222222222222,5.694444444444444e-05
2008-12-28,0.25,5.1,6,-0.00011222222222222222,5.694444444444444e-05
2008-12-29,0.25,5.1,0,-0.00011222222222222222,6.904761904761904e-05
2008-12-30,0.5,5.25,1,-9.14814814814815e-05,6.359649122807018e-05
2008-12-31,0.03,5.2,2,-0.00043446601941747576,8.71837183718372e-05
2009-01-01,0.25,5.2,3,-0.00011444444444444444,5.833333333333333e-05
2009-01-02,0.3,5.21,4,-0.0001091880341880342,8.003472222222221e-05
2009-01-03,0.43,5.2,5,-9.654234654234655e-05,7.788002726653035e-05
2009-01-04,0.25,5.2,6,-0.00011444444444444444,5.833333333333333e-05
2009-01-05,0.05,5.21,0,-0.00014179894179894179,9.999999999999999e-05
2009-01-06,0.2,5.15,1,-0.0001261574074074074,9.424603174603175e-05
2009-01-07,0.2,5.05,2,-0.0003506944444444445,0.00025277777777777777
2009-01-08,0.1,5.05,3,-0.0001376262626262626,0.00010149572649572648
2009-01-09,0.2,5.01,4,-0.00011597222222222223,8.351851851851852e-05
2009-01-10,0.05,5.0,5,-0.00014417989417989417,0.00010555555555555555
2009-01-11,0.25,5.0,6,-0.00011666666666666667,5.555555555555556e-05
2009-01-12,0.05,5.01,0,-0.00013624338624338626,9.588477366255144e-05
2009-01-13,0.1,5.04,1,-0.0001297979797979798,9.206349206349207e-05
2009-01-14,0.05,5.01,2,-0.0004095238095238095,0.00028765432098765435
2009-01-15,0.1,5.01,3,-0.00012904040404040402,9.146825396825396e-05
2009-01-16,0.15,4.99,4,-0.00012173913043478263,8.697318007662837e-05
2009-01-17,0.1,5.02,5,-0.00012929292929292926,9.166666666666667e-05
2009-01-18,0.1,5.02,6,-0.00012929292929292926,8.370370370370369e-05
2009-01-19,0.02,4.94,0,-0.00013943355119825707,2.6857983811626197e-05
2009-01-20,0.1,5.11,1,-0.00013156565656565654,0.00011365740740740741
2009-01-21,0.1,5.05,2,-0.0003901515151515151,0.0002767857142857142
2009-01-22,0.2,4.95,3,-0.00011458333333333336,8.240740740740741e-05
2009-01-23,0.25,4.85,4,-0.00010666666666666667,8.82936507936508e-05
2009-01-24,0.1,4.95,5,-0.00012752525252525252,8.240740740740741e-05
2009-01-25,0.1,4.95,6,-0.00012752525252525252,8.240740740740741e-05
2009-01-26,0.1,4.88,0,-0.00012575757575757573,8.11111111111111e-05
2009-01-27,0.1,4.7,1,-0.0001212121212121212,7.777777777777778e-05
2009-01-28,0.15,4.26,2,-0.0003123188405797101,0.00016714285714285713
2009-01-29,0.23,4.27,3,-9.552845528455285e-05,5.684007707129094e-05
2009-01-30,0.2,4.12,4,-9.537037037037039e-05,5.588235294117647e-05
2009-01-31,0.18,4.0,5,-9.463276836158195e-05,6.012658227848101e-05
2009-02-01,0.18,4.0,6,-9.463276836158195e-05,6.012658227848101e-05
2009-02-02,0.3,4.23,0,-8.824786324786322e-05,6.302083333333335e-05
2009-02-03,0.3,4.14,1,-8.632478632478631e-05,6.145833333333333e-05
2009-02-04,0.3,4.15,2,-0.00025961538461538456,0.0002027777777777778
2009-02-05,0.3,4.1,3,-8.547008547008546e-05,6.0763888888888874e-05
2009-02-06,0.3,4.16,4,-8.675213675213675e-05,5.412698412698413e-05
2009-02-07,0.18,4.2,5,-9.934086629001884e-05,6.364275668073136e-05
2009-02-08,0.18,4.2,6,-9.934086629001884e-05,6.364275668073136e-05
2009-02-09,0.2,4.13,0,-9.490740740740743e-05,8.183760683760684e-05
2009-02-10,0.3,4.15,1,-8.653846153846152e-05,6.163194444444444e-05
2009-02-11,0.35,4.15,2,-0.0002462962962962963,0.0001767676767676768
2009-02-12,0.22,4.2,3,-9.517304189435336e-05,8.164983164983165e-05
2009-02-13,0.35,4.16,4,-8.230452674897119e-05,5.90909090909091e-05
2009-02-14,0.3,4.12,5,-8.58974358974359e-05,6.703703703703704e-05
2009-02-15,0.18,4.12,6,-9.745762711864408e-05,6.223628691983122e-05
2009-02-16,0.3,4.16,0,-8.675213675213675e-05,6.180555555555556e-05
2009-02-17,0.3,4.11,1,-8.547008547008546e-05,6.0937500000000004e-05
2009-02-18,0.3,4.14,2,-0.00025897435897435895,0.00018437499999999997
2009-02-19,0.4,4.13,3,-7.797619047619048e-05,6.415770609318996e-05
2009-02-20,0.35,4.16,4,-8.251028806584362e-05,6.777777777777777e-05
2009-02-21,0.25,4.1,5,-9e-05,7.716049382716048e-05
2009-02-22,0.2,4.1,6,-9.490740740740743e-05,6.0763888888888874e-05
2009-02-23,0.2,4.0,0,-9.25925925925926e-05,7.142857142857143e-05
2009-02-24,0.2,3.68,1,-8.518518518518517e-05,7.22222222222222e-05
2009-02-25,0.2,3.6,2,-0.0002708333333333333,0.00019047619047619045
2009-02-26,0.3,3.5,3,-7.264957264957265e-05,5.034722222222222e-05
2009-02-27,0.2,3.9,4,-9.25925925925926e-05,7.692307692307691e-05
2009-02-28,0.2,3.7,5,-8.564814814814817e-05,7.264957264957265e-05
2009-03-01,0.2,3.7,6,-8.564814814814817e-05,5.3819444444444444e-05
2009-03-02,0.2,3.71,0,-8.564814814814817e-05,5.399305555555555e-05
2009-03-03,0.35,3.75,1,-7.407407407407407e-05,5.7347670250896056e-05
2009-03-04,0.3,3.69,2,-0.00023012820512820516,0.00017722222222222222
2009-03-05,0.25,3.4,3,-7.444444444444443e-05,5.1075268817204304e-05
2009-03-06,0.35,3.61,4,-7.098765432098764e-05,5.483870967741934e-05
2009-03-07,0.3,3.1,5,-6.41025641025641e-05,5.658436213991769e-05
2009-03-08,0.2,3.1,6,-7.175925925925927e-05,4.340277777777776e-05
2009-03-09,0.35,3.66,0,-7.22222222222222e-05,5.573476702508961e-05
2009-03-10,0.25,3.49,1,-7.644444444444444e-05,6.46090534979424e-05
2009-03-11,0.3,3.5,2,-0.00021794871794871793,0.00015104166666666667
