,Open Bid_x,Open Bid_y,weekday_y,Short Swap USDDKK,Long Swap USDDKK
2012-11-23,0.1,-0.25,4,-1.0122410546139357e-05,1.2626262626262646e-06
2012-11-24,0.1,-0.25,5,-1.0122410546139357e-05,1.2626262626262646e-06
2012-11-25,0.15,-0.25,6,-1.1111111111111112e-05,2.415458937198066e-06
2012-11-26,0.2,-0.25,0,-1.1111111111111112e-05,3.472222222222219e-06
2012-11-27,0.1,-0.29,1,-1.1064030131826743e-05,4.797979797979798e-06
2012-11-28,0.1,-0.29,2,-3.319209039548023e-05,1.4393939393939392e-05
2012-11-29,0.1,-0.29,3,-1.1064030131826743e-05,4.797979797979798e-06
2012-11-30,0.1,-0.35,4,-1.2476459510357813e-05,6.3131313131313165e-06
2012-12-01,0.1,-0.4,5,-1.3653483992467045e-05,7.575757575757575e-06
2012-12-02,0.15,-0.26,6,-1.1333333333333334e-05,2.6570048309178712e-06
2012-12-03,0.15,-0.4,0,-1.3653483992467045e-05,8.454106280193234e-06
2012-12-04,0.1,-0.4,1,-1.3653483992467045e-05,7.575757575757575e-06
2012-12-05,0.1,-0.26,2,-3.107344632768361e-05,4.545454545454547e-06
2012-12-06,0.1,-0.35,3,-1.2476459510357813e-05,6.3131313131313165e-06
2012-12-07,0.1,-0.26,4,-1.0357815442561205e-05,1.5151515151515157e-06
2012-12-08,0.1,-0.26,5,-1.0357815442561205e-05,1.5151515151515157e-06
2012-12-09,0.15,-0.26,6,-1.1333333333333334e-05,2.6570048309178712e-06
2012-12-10,0.15,-0.26,0,-1.0357815442561205e-05,2.6570048309178712e-06
2012-12-11,0.1,-0.33,1,-1.2005649717514127e-05,5.808080808080809e-06
2012-12-12,0.1,-0.35,2,-3.742937853107344e-05,1.893939393939395e-05
2012-12-13,0.1,-0.26,3,-1.0357815442561205e-05,1.5151515151515157e-06
2012-12-14,0.1,-0.3,4,-1.1299435028248587e-05,5.050505050505052e-06
2012-12-15,0.1,-0.26,5,-1.0357815442561205e-05,1.5151515151515157e-06
2012-12-16,0.15,-0.26,6,-1.1333333333333334e-05,2.6570048309178712e-06
2012-12-17,0.15,-0.3,0,-1.2222222222222224e-05,8.695652173913043e-06
2012-12-18,0.1,-0.23,1,-9.651600753295668e-06,7.07070707070707e-06
2012-12-19,0.1,-0.3,2,-3.389830508474576e-05,1.5151515151515156e-05
2012-12-20,0.1,-0.26,3,-1.0357815442561205e-05,1.5151515151515157e-06
2012-12-21,0.1,-0.09,4,-6.355932203389829e-06,-1.5151515151515125e-06
2012-12-22,0.1,-0.2,5,-8.94538606403013e-06,0.0
2012-12-23,0.15,-0.2,6,-1e-05,1.20772946859903e-06
2012-12-24,0.15,-0.09,0,-7.555555555555556e-06,-2.415458937198054e-07
2012-12-25,0.1,-0.09,1,-6.355932203389829e-06,-1.5151515151515125e-06
2012-12-26,0.15,-0.2,2,-3.0000000000000004e-05,3.62318840579709e-06
2012-12-27,0.1,-0.2,3,-8.94538606403013e-06,0.0
2012-12-28,0.1,-0.2,4,-8.94538606403013e-06,0.0
2012-12-29,0.1,-0.2,5,-8.94538606403013e-06,0.0
2012-12-30,0.15,-0.23,6,-1.0666666666666667e-05,6.038647342995168e-06
2012-12-31,0.15,-0.23,0,-1.0666666666666667e-05,6.038647342995168e-06
2013-01-01,0.1,-0.2,1,-8.94538606403013e-06,0.0
2013-01-02,0.15,-0.2,2,-2.7777777777777772e-05,3.62318840579709e-06
2013-01-03,0.1,-0.25,3,-1.0122410546139357e-05,1.2626262626262646e-06
2013-01-04,0.15,-0.25,4,-1.0416666666666666e-05,2.415458937198066e-06
2013-01-05,0.1,-0.25,5,-1.0122410546139357e-05,1.2626262626262646e-06
2013-01-06,0.15,-0.26,6,-1.1333333333333334e-05,9.178743961352656e-06
2013-01-07,0.15,-0.26,0,-1.1333333333333334e-05,9.178743961352656e-06
2013-01-08,0.1,-0.25,1,-1.0122410546139357e-05,1.2626262626262646e-06
2013-01-09,0.1,-0.25,2,-3.036723163841807e-05,3.7878787878787937e-06
2013-01-10,0.1,-0.24,3,-9.887005649717512e-06,3.53535353535354e-06
2013-01-11,0.1,-0.26,4,-1.0357815442561205e-05,4.040404040404045e-06
2013-01-12,0.1,-0.25,5,-1.0122410546139357e-05,1.2626262626262646e-06
2013-01-13,0.15,-0.3,6,-1.2222222222222224e-05,8.212560386473426e-06
2013-01-14,0.15,-0.3,0,-1.2222222222222224e-05,8.212560386473426e-06
2013-01-15,0.1,-0.25,1,-1.0122410546139357e-05,1.2626262626262646e-06
2013-01-16,0.1,-0.25,2,-3.036723163841807e-05,3.7878787878787937e-06
2013-01-17,0.1,-0.25,3,-1.0122410546139357e-05,1.2626262626262646e-06
2013-01-18,0.1,-0.23,4,-9.651600753295668e-06,3.2828282828282856e-06
2013-01-19,0.09,-0.25,5,-9.97150997150997e-06,1.0193679918450562e-06
2013-01-20,0.15,-0.25,6,-1.1111111111111112e-05,2.415458937198066e-06
2013-01-21,0.15,-0.19,0,-9.777777777777777e-06,7.004830917874395e-06
2013-01-22,0.09,-0.25,1,-9.97150997150997e-06,1.0193679918450562e-06
2013-01-23,0.09,-0.25,2,-2.9914529914529912e-05,3.0581039755351682e-06
2013-01-24,0.09,-0.22,3,-9.259259259259257e-06,2.5484199796126557e-07
2013-01-25,0.09,-0.26,4,-1.020892687559354e-05,3.822629969418962e-06
2013-01-26,0.09,-0.15,5,-7.597340930674265e-06,-2.548419979612625e-07
2013-01-27,0.15,-0.15,6,-8.88888888888889e-06,1.20772946859903e-06
2013-01-28,0.15,-0.15,0,-8.88888888888889e-06,1.20772946859903e-06
2013-01-29,0.09,-0.13,1,-7.122507122507121e-06,-7.645259938837936e-07
2013-01-30,0.09,-0.13,2,-2.1367521367521364e-05,-2.293577981651381e-06
2013-01-31,0.09,-0.15,3,-7.597340930674265e-06,-2.548419979612625e-07
2013-02-01,0.09,-0.19,4,-8.547008547008544e-06,2.0387359836901153e-06
2013-02-02,0.09,-0.15,5,-7.597340930674265e-06,-2.548419979612625e-07
2013-02-03,0.15,-0.15,6,-8.88888888888889e-06,1.20772946859903e-06
2013-02-04,0.15,-0.22,0,-1.0444444444444443e-05,4.106280193236713e-06
2013-02-05,0.09,-0.22,1,-9.259259259259257e-06,2.8032619775739063e-06
2013-02-06,0.09,-0.22,2,-2.7777777777777772e-05,8.409785932721718e-06
2013-02-07,0.09,-0.15,3,-7.597340930674265e-06,-2.548419979612625e-07
2013-02-08,0.09,-0.15,4,-7.597340930674265e-06,-2.548419979612625e-07
2013-02-09,0.09,-0.15,5,-7.597340930674265e-06,-2.548419979612625e-07
2013-02-10,0.15,-0.18,6,-9.555555555555555e-06,6.763285024154588e-06
2013-02-11,0.15,-0.22,0,-1.0444444444444443e-05,4.106280193236713e-06
2013-02-12,0.15,-0.15,1,-8.88888888888889e-06,1.20772946859903e-06
2013-02-13,0.15,-0.13,2,-2.5333333333333337e-05,2.173913043478248e-06
2013-02-14,0.09,-0.17,3,-8.072174738841404e-06,5.861365953109075e-06
2013-02-15,0.09,-0.17,4,-8.072174738841404e-06,5.861365953109075e-06
2013-02-16,0.09,-0.18,5,-8.309591642924974e-06,5.861365953109075e-06
2013-02-17,0.15,-0.18,6,-9.555555555555555e-06,7.004830917874395e-06
2013-02-18,0.15,-0.13,0,-8.444444444444446e-06,7.246376811594161e-07
2013-02-19,0.09,-0.13,1,-7.122507122507121e-06,-7.645259938837936e-07
2013-02-20,0.12,-0.13,2,-2.5333333333333337e-05,0.0
2013-02-21,0.09,-0.04,3,-4.985754985754986e-06,-2.8032619775738995e-06
2013-02-22,0.09,-0.15,4,-7.597340930674265e-06,5.351681957186547e-06
2013-02-23,0.12,-0.15,5,-8.88888888888889e-06,5.9523809523809525e-06
2013-02-24,0.12,-0.15,6,-8.88888888888889e-06,5.9523809523809525e-06
2013-02-25,0.12,-0.15,0,-8.88888888888889e-06,5.9523809523809525e-06
2013-02-26,0.09,-0.13,1,-7.122507122507121e-06,-7.645259938837936e-07
2013-02-27,0.12,-0.18,2,-2.8666666666666664e-05,1.8601190476190485e-05
2013-02-28,0.09,-0.1,3,-6.410256410256409e-06,2.5484199796126434e-06
2013-03-01,0.09,-0.25,4,-9.97150997150997e-06,3.5677879714576994e-06
2013-03-02,0.09,-0.21,5,-9.021842355175688e-06,6.625891946992867e-06
2013-03-03,0.12,-0.21,6,-1.0222222222222221e-05,7.19246031746032e-06
2013-03-04,0.12,-0.1,0,-7.77777777777778e-06,3.224206349206353e-06
2013-03-05,0.09,-0.19,1,-8.547008547008544e-06,4.8419979612640186e-06
2013-03-06,0.09,-0.23,2,-2.8490028490028482e-05,1.6819571865443427e-05
2013-03-07,0.09,-0.17,3,-8.072174738841404e-06,6.116207951070341e-06
2013-03-08,0.09,-0.1,4,-6.410256410256409e-06,2.5484199796126434e-06
2013-03-09,0.09,-0.21,5,-9.021842355175688e-06,5.861365953109075e-06
2013-03-10,0.12,-0.21,6,-1.0222222222222221e-05,6.448412698412701e-06
2013-03-11,0.12,-0.1,0,-7.77777777777778e-06,3.224206349206353e-06
2013-03-12,0.09,-0.1,1,-6.410256410256409e-06,2.5484199796126434e-06
2013-03-13,0.09,-0.1,2,-1.9230769230769228e-05,7.64525993883793e-06
2013-03-14,0.09,-0.06,3,-5.460588793922127e-06,-2.2935779816513747e-06
2013-03-15,0.12,-0.1,4,-7.77777777777778e-06,3.224206349206353e-06
2013-03-16,0.09,-0.17,5,-8.072174738841404e-06,5.606523955147809e-06
2013-03-17,0.12,-0.16,6,-9.111111111111114e-06,5.7043650793650805e-06
2013-03-18,0.12,-0.16,0,-9.111111111111114e-06,5.7043650793650805e-06
2013-03-19,0.09,-0.2,1,-8.784425451092114e-06,5.606523955147809e-06
2013-03-20,0.09,-0.23,2,-2.8490028490028482e-05,2.0642201834862385e-05
2013-03-21,0.09,-0.1,3,-6.410256410256409e-06,2.5484199796126434e-06
2013-03-22,0.09,-0.14,4,-7.359924026590691e-06,-5.096839959225311e-07
2013-03-23,0.09,-0.25,5,-9.97150997150997e-06,6.371049949031603e-06
2013-03-24,0.12,-0.25,6,-1.1111111111111112e-05,6.944444444444448e-06
2013-03-25,0.12,-0.14,0,-8.666666666666668e-06,2.4801587301587216e-07
2013-03-26,0.09,-0.14,1,-7.359924026590691e-06,-5.096839959225311e-07
2013-03-27,0.09,-0.14,2,-2.2079772079772074e-05,-1.5290519877675934e-06
2013-03-28,0.09,-0.14,3,-7.359924026590691e-06,-5.096839959225311e-07
2013-03-29,0.09,-0.14,4,-7.359924026590691e-06,-5.096839959225311e-07
2013-03-30,0.12,-0.14,5,-8.666666666666668e-06,2.4801587301587216e-07
2013-03-31,0.12,-0.14,6,-8.666666666666668e-06,2.4801587301587216e-07
2013-04-01,0.15,-0.29,0,-1.3059701492537313e-05,8.937198067632848e-06
2013-04-02,0.09,-0.3,1,-1.1158594491927827e-05,7.900101936799187e-06
2013-04-03,0.09,-0.14,2,-2.2079772079772074e-05,-1.5290519877675934e-06
2013-04-04,0.09,-0.14,3,-7.359924026590691e-06,-5.096839959225311e-07
2013-04-05,0.09,-0.14,4,-7.359924026590691e-06,-5.096839959225311e-07
2013-04-06,0.09,-0.22,5,-9.259259259259257e-06,7.135575942915392e-06
2013-04-07,0.17,-0.14,6,-8.19672131147541e-06,1.4245014245014195e-06
2013-04-08,0.06,-0.25,0,-1.1111111111111112e-05,2.882599580712791e-06
2013-04-09,0.09,-0.14,1,-7.359924026590691e-06,-5.096839959225311e-07
2013-04-10,0.09,-0.25,2,-2.9914529914529912e-05,1.0703363914373099e-05
2013-04-11,0.09,-0.14,3,-7.359924026590691e-06,-5.096839959225311e-07
2013-04-12,0.09,-0.14,4,-7.359924026590691e-06,-5.096839959225311e-07
2013-04-13,0.09,-0.18,5,-8.309591642924974e-06,5.606523955147809e-06
2013-04-14,0.13,-0.18,6,-9.259259259259257e-06,6.391347099311699e-06
2013-04-15,0.09,-0.18,0,-8.309591642924974e-06,5.606523955147809e-06
2013-04-16,0.09,-0.19,1,-8.547008547008544e-06,5.606523955147809e-06
2013-04-17,0.09,-0.25,2,-2.9914529914529912e-05,1.0703363914373099e-05
2013-04-18,0.09,-0.25,3,-9.97150997150997e-06,3.5677879714576994e-06
2013-04-19,0.09,-0.25,4,-9.97150997150997e-06,3.5677879714576994e-06
2013-04-20,0.09,-0.18,5,-8.309591642924974e-06,5.861365953109075e-06
2013-04-21,0.17,-0.18,6,-9.107468123861565e-06,7.359924026590691e-06
2013-04-22,0.09,-0.06,0,-5.460588793922127e-06,-2.548419979612637e-06
2013-04-23,0.09,-0.1,1,-6.410256410256409e-06,2.0387359836901153e-06
2013-04-24,0.09,-0.06,2,-1.6381766381766382e-05,-7.645259938837911e-06
2013-04-25,0.09,-0.1,3,-6.410256410256409e-06,2.0387359836901153e-06
2013-04-26,0.09,-0.06,4,-5.460588793922127e-06,-2.548419979612637e-06
2013-04-27,0.09,-0.17,5,-8.072174738841404e-06,5.351681957186547e-06
2013-04-28,0.17,-0.17,6,-8.879781420765028e-06,6.885090218423549e-06
2013-04-29,0.09,-0.1,0,-6.410256410256409e-06,2.0387359836901153e-06
2013-04-30,0.09,-0.18,1,-8.309591642924974e-06,4.8419979612640186e-06
2013-05-01,0.09,-0.16,2,-2.3504273504273504e-05,1.5290519877675842e-05
2013-05-02,0.13,-0.16,3,-8.807588075880761e-06,6.637168141592918e-06
2013-05-03,0.09,-0.17,4,-8.072174738841404e-06,5.351681957186547e-06
2013-05-04,0.09,-0.21,5,-9.021842355175688e-06,6.116207951070341e-06
2013-05-05,0.17,-0.21,6,-9.790528233151183e-06,7.597340930674265e-06
2013-05-06,0.09,-0.06,0,-5.460588793922127e-06,-2.2935779816513747e-06
2013-05-07,0.09,-0.06,1,-5.460588793922127e-06,-2.2935779816513747e-06
2013-05-08,0.09,-0.07,2,-1.7094017094017102e-05,-6.116207951070318e-06
2013-05-09,0.09,-0.23,3,-9.496676163342827e-06,6.880733944954128e-06
2013-05-10,0.13,-0.23,4,-1.0388437217705509e-05,7.620452310717794e-06
2013-05-11,0.09,-0.23,5,-9.496676163342827e-06,6.880733944954128e-06
2013-05-12,0.17,-0.24,6,-1.04735883424408e-05,8.309591642924974e-06
2013-05-13,0.15,-0.2,0,-1e-05,1.20772946859903e-06
2013-05-14,0.09,-0.22,1,-9.259259259259257e-06,6.625891946992867e-06
2013-05-15,0.09,-0.07,2,-1.7094017094017102e-05,-6.116207951070318e-06
2013-05-16,0.09,-0.2,3,-8.784425451092114e-06,6.116207951070341e-06
2013-05-17,0.09,-0.19,4,-8.547008547008544e-06,6.116207951070341e-06
2013-05-18,0.09,-0.19,5,-8.547008547008544e-06,5.861365953109075e-06
2013-05-19,0.15,-0.19,6,-9.777777777777777e-06,7.004830917874395e-06
2013-05-20,0.15,-0.06,0,-6.888888888888889e-06,-7.246376811594223e-07
2013-05-21,0.09,-0.1,1,-6.410256410256409e-06,2.0387359836901153e-06
2013-05-22,0.09,-0.2,2,-2.6353276353276343e-05,-7.645259938837875e-07
2013-05-23,0.09,-0.2,3,-8.784425451092114e-06,6.371049949031603e-06
2013-05-24,0.09,-0.2,4,-8.784425451092114e-06,6.625891946992867e-06
2013-05-25,0.26,-0.19,5,-1.0602205258693808e-05,8.818342151675484e-06
2013-05-26,0.15,-0.19,6,-9.777777777777777e-06,7.004830917874395e-06
2013-05-27,0.15,-0.23,0,-1.0666666666666667e-05,4.347826086956521e-06
2013-05-28,0.09,-0.06,1,-5.460588793922127e-06,-2.2935779816513747e-06
2013-05-29,0.09,-0.06,2,-1.6381766381766382e-05,-6.880733944954124e-06
2013-05-30,0.09,-0.06,3,-5.460588793922127e-06,-2.2935779816513747e-06
2013-05-31,0.09,-0.06,4,-5.460588793922127e-06,-2.2935779816513747e-06
2013-06-01,0.09,-0.18,5,-8.309591642924974e-06,5.096839959225281e-06
2013-06-02,0.17,-0.18,6,-9.107468123861565e-06,6.647673314339979e-06
2013-06-03,0.12,-0.06,0,-7.217847769028873e-06,-1.4880952380952328e-06
2013-06-04,0.09,-0.2,1,-8.784425451092114e-06,-2.548419979612625e-07
2013-06-05,0.09,-0.06,2,-1.6381766381766382e-05,-6.880733944954124e-06
2013-06-06,0.09,-0.18,3,-8.309591642924974e-06,1.7838939857288497e-06
2013-06-07,0.09,-0.18,4,-8.309591642924974e-06,1.7838939857288497e-06
2013-06-08,0.09,-0.15,5,-7.597340930674265e-06,3.5677879714576994e-06
2013-06-09,0.17,-0.15,6,-8.42440801457195e-06,5.223171889838557e-06
2013-06-10,0.09,-0.05,0,-5.223171889838557e-06,-2.548419979612637e-06
2013-06-11,0.09,-0.15,1,-7.597340930674265e-06,3.5677879714576994e-06
2013-06-12,0.09,-0.15,2,-2.2792022792022794e-05,1.0703363914373099e-05
2013-06-13,0.09,-0.15,3,-7.597340930674265e-06,3.5677879714576994e-06
2013-06-14,0.09,-0.05,4,-5.223171889838557e-06,-2.548419979612637e-06
2013-06-15,0.09,-0.2,5,-8.784425451092114e-06,6.371049949031603e-06
2013-06-16,0.17,-0.18,6,-9.107468123861565e-06,7.122507122507121e-06
2013-06-17,0.07,-0.05,0,-6.999125109361329e-06,-3.1152647975077824e-06
2013-06-18,0.09,-0.05,1,-5.223171889838557e-06,-2.548419979612637e-06
2013-06-19,0.09,-0.1,2,-1.9230769230769228e-05,7.64525993883793e-06
2013-06-20,0.09,-0.05,3,-5.223171889838557e-06,-2.548419979612637e-06
2013-06-21,0.09,-0.05,4,-5.223171889838557e-06,-2.548419979612637e-06
2013-06-22,0.09,-0.24,5,-9.7340930674264e-06,7.390417940876655e-06
2013-06-23,0.17,-0.24,6,-1.04735883424408e-05,8.784425451092114e-06
2013-06-24,0.07,-0.04,0,-6.780402449693789e-06,-3.3748701973001015e-06
2013-06-25,0.09,-0.1,1,-6.410256410256409e-06,2.5484199796126434e-06
2013-06-26,0.09,-0.04,2,-1.495726495726496e-05,-9.174311926605485e-06
2013-06-27,0.09,-0.15,3,-7.597340930674265e-06,-1.529051987767581e-06
2013-06-28,0.09,-0.15,4,-7.597340930674265e-06,-1.529051987767581e-06
2013-06-29,0.09,-0.24,5,-9.7340930674264e-06,7.645259938837921e-06
2013-06-30,0.17,-0.24,6,-1.04735883424408e-05,9.021842355175688e-06
2013-07-01,0.09,-0.15,0,-7.597340930674265e-06,-1.529051987767581e-06
2013-07-02,0.09,-0.15,1,-7.597340930674265e-06,-1.529051987767581e-06
2013-07-03,0.09,-0.05,2,-1.566951566951567e-05,-8.409785932721698e-06
2013-07-04,0.09,-0.1,3,-6.410256410256409e-06,2.5484199796126434e-06
2013-07-05,0.09,-0.06,4,-5.460588793922127e-06,-2.548419979612637e-06
2013-07-06,0.09,-0.22,5,-9.259259259259257e-06,6.371049949031603e-06
2013-07-07,0.17,-0.22,6,-1.001821493624772e-05,7.834757834757835e-06
2013-07-08,0.09,-0.06,0,-5.460588793922127e-06,-2.548419979612637e-06
2013-07-09,0.09,-0.06,1,-5.460588793922127e-06,-2.548419979612637e-06
2013-07-10,0.09,-0.06,2,-1.6381766381766382e-05,-7.645259938837911e-06
2013-07-11,0.09,-0.17,3,-8.072174738841404e-06,1.5290519877675843e-06
2013-07-12,0.09,-0.17,4,-8.072174738841404e-06,1.5290519877675843e-06
2013-07-13,0.17,-0.23,5,-1.119724375538329e-05,8.072174738841404e-06
2013-07-14,0.17,-0.23,6,-1.119724375538329e-05,8.072174738841404e-06
2013-07-15,0.17,-0.06,0,-7.536606373815678e-06,-4.7483380816713984e-07
2013-07-16,0.12,-0.05,1,-6.147540983606558e-06,-1.7361111111111048e-06
2013-07-17,0.19,-0.05,2,-2.2900763358778624e-05,0.0
2013-07-18,0.02,-0.15,3,-7.597340930674265e-06,-3.5403050108932458e-06
2013-07-19,0.12,-0.15,4,-8.42440801457195e-06,-7.440476190476164e-07
2013-07-20,0.17,-0.28,5,-1.2273901808785531e-05,9.496676163342827e-06
2013-07-21,0.17,-0.28,6,-1.138433515482696e-05,9.496676163342827e-06
2013-07-22,0.12,-0.27,0,-1.115664845173042e-05,8.680555555555556e-06
2013-07-23,0.13,-0.15,1,-8.42440801457195e-06,-4.916420845624393e-07
2013-07-24,0.18,-0.15,2,-2.8846153846153842e-05,2.118644067796614e-06
2013-07-25,0.15,-0.1,3,-7.77777777777778e-06,3.864734299516907e-06
2013-07-26,0.15,-0.31,4,-1.2444444444444448e-05,1.0144927536231885e-05
2013-07-27,0.15,-0.33,5,-1.288888888888889e-05,1.0144927536231885e-05
2013-07-28,0.15,-0.33,6,-1.288888888888889e-05,1.0144927536231885e-05
2013-07-29,0.15,-0.1,0,-7.77777777777778e-06,3.864734299516907e-06
2013-07-30,0.15,-0.05,1,-6.666666666666667e-06,-9.661835748792277e-07
2013-07-31,0.15,-0.15,2,-2.666666666666667e-05,0.0
2013-08-01,0.18,-0.15,3,-9.615384615384614e-06,7.06214689265538e-07
2013-08-02,0.13,-0.15,4,-8.581752484191509e-06,-4.916420845624393e-07
2013-08-03,0.15,-0.22,5,-1.0444444444444443e-05,7.48792270531401e-06
2013-08-04,0.15,-0.22,6,-1.0444444444444443e-05,7.48792270531401e-06
2013-08-05,0.12,-0.15,0,-8.88888888888889e-06,-7.440476190476164e-07
2013-08-06,0.17,-0.1,1,-8.397932816537466e-06,4.273504273504274e-06
2013-08-07,0.17,-0.15,2,-2.8423772609819125e-05,1.4245014245014288e-06
2013-08-08,0.12,-0.05,3,-6.147540983606558e-06,-1.7361111111111048e-06
2013-08-09,0.15,-0.15,4,-8.88888888888889e-06,2.415458937198066e-06
2013-08-10,0.15,-0.15,5,-8.88888888888889e-06,2.415458937198066e-06
2013-08-11,0.15,-0.15,6,-8.88888888888889e-06,2.415458937198066e-06
2013-08-12,0.15,-0.15,0,-8.88888888888889e-06,2.415458937198066e-06
2013-08-13,0.15,-0.15,1,-8.88888888888889e-06,2.415458937198066e-06
2013-08-14,0.15,-0.17,2,-2.800000000000001e-05,8.69565217391304e-06
2013-08-15,0.15,-0.05,3,-6.666666666666667e-06,-9.661835748792277e-07
2013-08-16,0.14,-0.17,4,-9.184587813620072e-06,2.6803118908382087e-06
2013-08-17,0.19,-0.21,5,-1.102629346904156e-05,8.403361344537815e-06
2013-08-18,0.19,-0.21,6,-1.102629346904156e-05,8.403361344537815e-06
2013-08-19,0.15,-0.17,0,-9.333333333333336e-06,2.89855072463768e-06
2013-08-20,0.15,-0.17,1,-9.333333333333336e-06,2.89855072463768e-06
2013-08-21,0.15,-0.17,2,-2.800000000000001e-05,8.69565217391304e-06
2013-08-22,0.15,-0.17,3,-9.333333333333336e-06,2.89855072463768e-06
2013-08-23,0.15,-0.17,4,-9.333333333333336e-06,2.89855072463768e-06
2013-08-24,0.15,-0.17,5,-9.333333333333336e-06,-7.246376811594223e-07
2013-08-25,0.15,-0.17,6,-9.333333333333336e-06,6.763285024154588e-06
2013-08-26,0.15,-0.17,0,-9.333333333333336e-06,2.89855072463768e-06
2013-08-27,0.15,-0.15,1,-8.88888888888889e-06,2.415458937198066e-06
2013-08-28,0.15,-0.15,2,-2.666666666666667e-05,7.246376811594198e-06
2013-08-29,0.06,-0.15,3,-8.88888888888889e-06,2.6205450733752615e-07
2013-08-30,0.05,-0.15,4,-8.736559139784948e-06,0.0
2013-08-31,0.15,-0.18,5,-9.555555555555555e-06,7.48792270531401e-06
2013-09-01,0.15,-0.18,6,-9.555555555555555e-06,7.48792270531401e-06
2013-09-02,0.11,-0.15,0,-8.264462809917356e-06,1.5015015015015017e-06
2013-09-03,0.25,-0.15,1,-1.0288065843621402e-05,4.4444444444444425e-06
2013-09-04,0.05,-0.17,2,-2.6639344262295083e-05,-1.0317460317460318e-05
2013-09-05,0.18,-0.15,3,-9.615384615384614e-06,3.0602636534839903e-06
2013-09-06,0.18,-0.15,4,-9.615384615384614e-06,3.0602636534839903e-06
2013-09-07,0.1,-0.2,5,-9.259259259259257e-06,6.3131313131313165e-06
2013-09-08,0.17,-0.2,6,-9.562841530054643e-06,7.597340930674265e-06
2013-09-09,0.17,-0.15,0,-8.42440801457195e-06,2.849002849002845e-06
2013-09-10,0.12,-0.15,1,-7.597340930674265e-06,1.7361111111111112e-06
2013-09-11,0.15,-0.15,2,-2.666666666666667e-05,7.246376811594198e-06
2013-09-12,0.15,-0.15,3,-8.88888888888889e-06,2.415458937198066e-06
2013-09-13,0.06,-0.15,4,-8.581752484191509e-06,2.6205450733752615e-07
2013-09-14,0.1,-0.16,5,-8.333333333333335e-06,5.808080808080809e-06
2013-09-15,0.15,-0.18,6,-9.555555555555555e-06,7.004830917874395e-06
2013-09-16,0.15,-0.15,0,-8.88888888888889e-06,2.415458937198066e-06
2013-09-17,0.15,-0.05,1,-6.666666666666667e-06,-9.661835748792277e-07
2013-09-18,0.15,-0.15,2,-2.666666666666667e-05,7.246376811594198e-06
2013-09-19,0.06,-0.15,3,-8.42440801457195e-06,2.6205450733752615e-07
2013-09-20,0.15,-0.1,4,-7.77777777777778e-06,3.864734299516907e-06
2013-09-21,0.15,-0.19,5,-9.777777777777777e-06,7.48792270531401e-06
2013-09-22,0.15,-0.19,6,-9.777777777777777e-06,7.246376811594201e-06
2013-09-23,0.15,-0.1,0,-7.77777777777778e-06,3.864734299516907e-06
2013-09-24,0.15,-0.15,1,-8.88888888888889e-06,2.415458937198066e-06
2013-09-25,0.15,-0.15,2,-2.666666666666667e-05,1.9565217391304346e-05
2013-09-26,0.21,-0.17,3,-1.0178117048346059e-05,7.805325987144168e-06
2013-09-27,0.15,-0.2,4,-9.259259259259257e-06,7.246376811594201e-06
2013-09-28,0.15,-0.21,5,-1.0222222222222221e-05,7.246376811594201e-06
2013-09-29,0.15,-0.19,6,-9.777777777777777e-06,6.521739130434782e-06
2013-09-30,0.15,-0.15,0,-8.88888888888889e-06,2.415458937198066e-06
2013-10-01,0.21,-0.15,1,-9.754028837998304e-06,3.6730945821854884e-06
2013-10-02,0.15,-0.15,2,-2.666666666666667e-05,7.246376811594198e-06
2013-10-03,0.04,-0.05,3,-5.787037037037038e-06,-4.006410256410255e-06
2013-10-04,0.15,-0.13,4,-8.444444444444446e-06,7.246376811594161e-07
2013-10-05,0.15,-0.13,5,-8.444444444444446e-06,7.246376811594161e-07
2013-10-06,0.15,-0.18,6,-8.796296296296292e-06,6.763285024154588e-06
2013-10-07,0.1,-0.18,0,-8.796296296296292e-06,5.808080808080809e-06
2013-10-08,0.15,-0.13,1,-8.444444444444446e-06,7.246376811594161e-07
2013-10-09,0.15,-0.13,2,-2.5333333333333337e-05,2.173913043478248e-06
2013-10-10,0.23,-0.13,3,-9.607351712614873e-06,2.4841915085817507e-06
2013-10-11,0.15,-0.13,4,-8.444444444444446e-06,7.246376811594161e-07
2013-10-12,0.15,-0.13,5,-8.444444444444446e-06,7.246376811594161e-07
2013-10-13,0.15,-0.17,6,-9.333333333333336e-06,6.521739130434782e-06
2013-10-14,0.15,-0.15,0,-8.88888888888889e-06,2.415458937198066e-06
2013-10-15,0.15,-0.1,1,-7.77777777777778e-06,3.864734299516907e-06
2013-10-16,0.15,-0.15,2,-2.666666666666667e-05,7.246376811594198e-06
2013-10-17,0.15,-0.17,3,-9.333333333333336e-06,-7.246376811594223e-07
2013-10-18,0.25,-0.15,4,-9.615384615384614e-06,4.4444444444444425e-06
2013-10-19,0.15,-0.17,5,-9.333333333333336e-06,-7.246376811594223e-07
2013-10-20,0.15,-0.13,6,-8.444444444444446e-06,5.555555555555554e-06
2013-10-21,0.15,-0.15,0,-8.88888888888889e-06,2.415458937198066e-06
2013-10-22,0.15,-0.15,1,-8.88888888888889e-06,2.415458937198066e-06
2013-10-23,0.15,-0.15,2,-2.666666666666667e-05,7.246376811594198e-06
