,Open Bid_x,Open Bid_y,weekday_y,Short Swap USDDKK,Long Swap USDDKK
2007-04-18,5.24,3.89,2,-1.8957345971563974e-05,1.535790598290598e-05
2007-04-19,5.25,3.91,3,-6.128747795414462e-06,5.066666666666663e-06
2007-04-20,5.23,3.95,4,-6.055818852027384e-06,5.038344925985378e-06
2007-04-21,5.24,3.91,5,-6.231349833245569e-06,5.0302706552706566e-06
2007-04-22,5.24,3.91,6,-6.231349833245569e-06,5.0302706552706566e-06
2007-04-23,5.27,3.95,0,-5.95238095238095e-06,5.18341307814992e-06
2007-04-24,5.24,3.95,1,-6.055818852027384e-06,5.074786324786329e-06
2007-04-25,5.25,3.87,2,-1.8915343915343914e-05,1.5066666666666666e-05
2007-04-26,5.25,4.01,3,-5.687830687830689e-06,4.622222222222222e-06
2007-04-27,5.25,3.9,4,-6.172839506172836e-06,4.888888888888888e-06
2007-04-28,5.26,3.98,5,-5.785196961667546e-06,4.792332268370608e-06
2007-04-29,5.26,3.97,6,-5.933544303797467e-06,4.836705715299964e-06
2007-04-30,5.23,4.0,0,-5.80168776371308e-06,5.127519172462995e-06
2007-05-01,5.24,3.98,1,-5.820105820105817e-06,4.71866096866097e-06
2007-05-02,5.25,3.92,2,-1.8253968253968258e-05,1.573333333333333e-05
2007-05-03,5.25,3.87,3,-6.305114638447971e-06,5.022222222222222e-06
2007-05-04,5.25,3.93,4,-6.040564373897707e-06,4.977777777777779e-06
2007-05-05,5.26,3.96,5,-5.977496483825599e-06,4.881079162229321e-06
2007-05-06,5.26,3.98,6,-5.8895921237693395e-06,5.324813631522898e-06
2007-05-07,5.22,3.95,0,-5.9869695368902935e-06,5.001786352268667e-06
2007-05-08,5.24,3.94,1,-5.9618441971383175e-06,4.896723646723648e-06
2007-05-09,5.24,3.95,2,-1.7753047164811872e-05,1.5224358974358985e-05
2007-05-10,5.24,3.92,3,-6.050167814873697e-06,4.985754985754986e-06
2007-05-11,5.24,3.95,4,-5.917682388270624e-06,5.074786324786329e-06
2007-05-12,5.26,3.92,5,-6.1533052039381165e-06,5.058572949946749e-06
2007-05-30,5.22,3.95,2,-1.796090861067088e-05,1.5005359056806e-05
2007-05-31,5.23,3.92,3,-6.1533052039381165e-06,4.949170679507758e-06
2007-06-01,5.23,4.12,4,-5.274261603375528e-06,4.057428214731586e-06
2007-06-02,5.25,4.07,5,-5.458707518929385e-06,4.355555555555557e-06
2007-06-03,5.26,4.07,6,-5.458707518929385e-06,4.39297124600639e-06
2007-06-04,5.22,4.15,0,-5.1065328402887805e-06,4.108610217934975e-06
2007-06-05,5.24,4.17,1,-4.946122593181418e-06,4.095441595441596e-06
2007-06-06,5.24,4.2,2,-1.4440911499735022e-05,1.1885683760683766e-05
2007-06-07,5.24,4.14,3,-5.078608019784492e-06,4.006410256410257e-06
2007-06-08,5.24,4.1,4,-5.255255255255258e-06,3.9618945868945885e-06
2007-06-09,5.26,4.15,5,-5.142405063291138e-06,4.037983670571532e-06
2007-06-10,5.26,4.15,6,-5.1065328402887805e-06,4.037983670571532e-06
2007-06-11,5.24,4.13,0,-5.122769828652184e-06,4.050925925925927e-06
2007-06-12,5.24,4.18,1,-4.9019607843137265e-06,4.050925925925927e-06
2007-06-13,5.25,4.1,2,-1.587301587301587e-05,1.2000000000000002e-05
2007-06-14,5.25,4.15,3,-5.070546737213402e-06,4.000000000000001e-06
2007-06-15,5.23,4.17,4,-5.054500703234883e-06,4.057428214731586e-06
2007-06-16,5.26,4.16,5,-5.0984528832630095e-06,4.437344692935747e-06
2007-06-17,5.26,4.08,6,-5.4146856840993106e-06,4.34859779907703e-06
2007-06-18,5.23,4.12,0,-5.274261603375528e-06,4.280363830925631e-06
2007-06-19,5.24,4.19,1,-4.857798975446033e-06,4.006410256410257e-06
2007-06-20,5.24,4.14,2,-1.5235824059353475e-05,1.2019230769230773e-05
2007-06-21,5.24,4.2,3,-4.813637166578341e-06,3.7393162393162386e-06
2007-06-22,5.27,4.13,4,-5.230309423347398e-06,4.164451532872583e-06
2007-06-23,5.26,4.23,5,-4.790787623066102e-06,3.68299609513667e-06
2007-06-24,5.3,4.22,6,-4.870984728804635e-06,3.880070546737212e-06
2007-06-25,5.26,4.17,0,-5.161854768153979e-06,4.171104011359601e-06
2007-06-26,5.28,4.25,1,-4.739336492890995e-06,3.671266808209484e-06
2007-06-27,5.3,4.2,2,-1.4876250658241184e-05,1.2566137566137567e-05
2007-06-28,5.22,4.13,3,-5.194576509948935e-06,3.9746337977849206e-06
2007-06-29,5.24,4.23,4,-4.827101983500087e-06,3.6057692307692332e-06
2007-06-30,5.27,4.21,5,-4.9509288468279e-06,3.8100301258195966e-06
2007-07-01,5.27,4.21,6,-4.878691983122364e-06,3.8100301258195966e-06
2007-07-02,5.21,4.22,0,-4.798379996478252e-06,3.75738056897477e-06
2007-07-03,5.25,4.16,1,-5.026455026455024e-06,3.955555555555554e-06
2007-07-04,5.23,4.16,2,-1.5295358649789028e-05,1.163723916532905e-05
2007-07-05,5.25,4.15,3,-5.070546737213402e-06,4.000000000000001e-06
2007-07-06,5.26,4.16,4,-5.0984528832630095e-06,4.215477458288961e-06
2007-07-07,5.26,4.14,5,-5.186357243319271e-06,4.082357117500888e-06
2007-07-08,5.26,4.25,6,-4.702883263009845e-06,4.126730564430245e-06
2007-07-09,5.26,4.14,0,-5.186357243319271e-06,4.082357117500888e-06
2007-07-10,5.26,4.13,1,-5.230309423347398e-06,4.126730564430245e-06
2007-07-11,5.26,4.16,2,-1.5295358649789028e-05,1.1980830670926508e-05
2007-07-12,5.27,4.18,3,-5.046515710022819e-06,3.942938153464467e-06
2007-07-13,5.27,4.22,4,-4.870984728804635e-06,4.2973595605174545e-06
2007-07-14,5.27,4.14,5,-5.222046691241005e-06,4.1201488569909616e-06
2007-07-15,5.27,4.14,6,-5.222046691241005e-06,4.1201488569909616e-06
2007-07-16,5.27,4.14,0,-5.222046691241005e-06,4.1201488569909616e-06
2007-07-17,5.27,4.15,1,-5.1781639459364565e-06,4.075846181109337e-06
2007-07-18,5.27,4.13,2,-1.5797788309636655e-05,1.2493354598617749e-05
2007-07-19,5.26,4.19,3,-4.96659634317862e-06,4.215477458288961e-06
2007-07-20,5.26,4.11,4,-5.318213783403658e-06,3.993610223642169e-06
2007-07-21,5.26,4.14,5,-5.186357243319271e-06,4.082357117500888e-06
2007-07-22,5.26,4.23,6,-4.790787623066102e-06,4.215477458288961e-06
2007-07-23,5.26,4.2,0,-4.9226441631504935e-06,4.126730564430245e-06
2007-07-24,5.27,4.11,1,-5.353694927154642e-06,4.031543505227713e-06
2007-07-25,5.27,4.14,2,-1.5666140073723015e-05,1.2360446570972886e-05
2007-07-26,5.27,4.11,3,-5.353694927154642e-06,4.031543505227713e-06
2007-07-27,5.27,4.16,4,-5.0984528832630095e-06,4.031543505227713e-06
2007-07-28,5.27,4.13,5,-5.265929436545552e-06,4.164451532872583e-06
2007-07-29,5.27,4.15,6,-5.1781639459364565e-06,4.075846181109337e-06
2007-07-30,5.27,4.19,0,-5.002632964718271e-06,4.1201488569909616e-06
2007-07-31,5.27,4.16,1,-5.134281200631912e-06,4.031543505227713e-06
2007-08-01,5.27,4.16,2,-1.5295358649789028e-05,1.2094630515683138e-05
2007-08-02,5.25,4.16,3,-5.026455026455024e-06,3.955555555555554e-06
2007-08-03,5.28,4.14,4,-5.257623554153524e-06,4.15782024062279e-06
2007-08-04,5.27,4.15,5,-5.142405063291138e-06,4.075846181109337e-06
2007-08-05,5.28,4.15,6,-5.2138100245355754e-06,4.113588110403401e-06
2007-08-06,5.28,4.16,0,-5.16999649491763e-06,4.069355980184005e-06
2007-08-07,5.27,4.21,1,-4.769475357710653e-06,4.253056884635833e-06
2007-08-08,5.28,4.16,2,-1.5187533016376118e-05,1.2208067940552014e-05
2007-08-09,5.25,4.23,3,-4.717813051146383e-06,4.000000000000001e-06
2007-08-10,5.5,4.22,4,-5.6741192411924106e-06,4.957264957264957e-06
2007-08-11,5.27,4.11,5,-5.318213783403658e-06,4.253056884635833e-06
2007-08-12,5.25,4.15,6,-5.070546737213402e-06,4.355555555555557e-06
2007-08-13,5.25,4.07,0,-5.423280423280422e-06,4.355555555555557e-06
2007-08-14,5.27,4.04,1,-5.625879043600565e-06,4.563175615807192e-06
2007-08-15,5.47,4.05,2,-1.8887187340479837e-05,1.5713549716640907e-05
2007-08-16,5.37,4.04,3,-6.004838430965958e-06,4.927612070469211e-06
2007-08-17,5.35,4.08,4,-5.763563875888371e-06,4.680664916885387e-06
2007-08-18,5.27,4.1,5,-5.36216596343179e-06,4.2973595605174545e-06
2007-08-19,5.27,4.2,6,-4.9226441631504935e-06,4.2973595605174545e-06
2007-08-20,5.4,4.0,0,-6.277949776401787e-06,5.208333333333333e-06
2007-08-21,5.25,4.06,1,-5.467372134038804e-06,4.399999999999999e-06
2007-08-22,5.4,4.17,2,-1.6640866873065013e-05,1.3411458333333339e-05
2007-08-23,5.25,4.12,3,-5.2028218694885356e-06,4.355555555555557e-06
2007-08-24,5.35,4.06,4,-5.8502340093603764e-06,4.768153980752406e-06
2007-08-25,5.27,4.1,5,-5.813953488372094e-06,4.2973595605174545e-06
2007-08-26,5.35,4.22,6,-5.121527777777779e-06,4.505686789151355e-06
2007-08-27,5.3,4.2,0,-5.208333333333333e-06,3.7477954144620802e-06
2007-08-28,5.4,4.03,1,-6.115417743324719e-06,5.078124999999998e-06
2007-08-29,5.37,4.22,2,-1.712328767123288e-05,1.1773940345368918e-05
2007-08-30,5.5,4.15,3,-6.1026936026936e-06,5.128205128205128e-06
2007-08-31,5.65,4.25,4,-6.172839506172839e-06,4.8036758563074365e-06
2007-09-01,5.6,4.1,5,-6.882989183874142e-06,5.47138047138047e-06
2007-09-02,5.65,4.1,6,-6.790123456790124e-06,5.639097744360904e-06
2007-09-03,5.6,4.25,0,-6.011608623548924e-06,4.629629629629629e-06
2007-09-04,5.7,4.25,1,-6.331699346405228e-06,4.975124378109455e-06
2007-09-05,5.77,4.05,2,-2.3385565052231717e-05,1.9325455440669613e-05
2007-09-06,5.7,4.19,3,-7.034372501998401e-06,5.431177446102822e-06
2007-09-07,5.62,4.05,4,-7.358887271551028e-06,5.748573346760658e-06
2007-09-08,5.55,4.1,5,-6.790123456790124e-06,5.301102629346904e-06
2007-09-09,5.55,4.28,6,-6.11357295256852e-06,4.961832061068702e-06
2007-09-10,5.57,4.02,0,-7.331378299120238e-06,5.7077625570776266e-06
2007-09-11,5.57,4.25,1,-6.550218340611353e-06,4.523930323017082e-06
2007-09-12,5.5,4.01,2,-2.0075757575757572e-05,1.6538461538461536e-05
2007-09-13,5.3,3.89,3,-7.196969696969693e-06,5.335097001763668e-06
2007-09-14,5.2,4.0,4,-5.555555555555554e-06,4.480286738351254e-06
2007-09-15,5.18,4.1,5,-5.642361111111114e-06,3.955411722402013e-06
2007-09-16,5.0,4.28,6,-4.121863799283153e-06,2.870370370370372e-06
2007-09-17,5.18,4.22,0,-5.121527777777779e-06,2.966558791801512e-06
2007-09-18,5.25,4.07,1,-6.1111111111111095e-06,4.355555555555557e-06
2007-09-19,4.9,4.17,2,-1.1527777777777777e-05,6.073446327683622e-06
2007-09-20,4.83,4.17,3,-4.157529239766083e-06,2.1917286068229475e-06
2007-09-21,4.9,4.17,4,-4.040404040404039e-06,2.024482109227874e-06
2007-09-22,4.8,4.1,5,-4.087699739873657e-06,2.394636015325669e-06
2007-09-23,4.95,4.1,6,-4.3617998163452715e-06,3.0345471521942127e-06
2007-09-24,4.92,4.17,0,-4.502070952638212e-06,2.1114864864864886e-06
2007-09-25,5.02,4.17,1,-4.118616144975289e-06,2.5378368401624214e-06
2007-09-26,5.05,4.17,2,-1.3279132791327917e-05,7.988980716253443e-06
2007-09-27,4.86,3.9,3,-5.501000181851247e-06,3.6025786879029243e-06
2007-09-28,4.86,4.1,4,-4.591743953446084e-06,2.6545316647705753e-06
2007-09-29,5.0,4.1,5,-4.553734061930782e-06,3.240740740740742e-06
2007-09-30,4.95,4.22,6,-3.889804136921107e-06,2.8011204481792743e-06
2007-10-01,4.98,4.15,0,-4.248903508771927e-06,3.158677071720554e-06
2007-10-02,4.87,4.08,1,-4.720406681190994e-06,2.791974257050917e-06
2007-10-03,5.0,4.16,2,-1.2258953168044076e-05,8.888888888888882e-06
2007-10-04,4.86,4.19,3,-4.182578650663756e-06,2.227910504361019e-06
2007-10-05,4.95,4.16,4,-3.88888888888889e-06,2.7544351073762836e-06
2007-10-06,4.91,4.1,5,-4.205953041227583e-06,2.8670802782477926e-06
2007-10-07,4.92,4.26,6,-3.58719646799117e-06,2.6276276276276256e-06
2007-10-08,4.9,4.17,0,-3.842592592592592e-06,2.024482109227874e-06
2007-10-09,4.8,4.16,1,-3.6881419234360403e-06,2.1072796934865883e-06
2007-10-10,4.95,4.16,2,-1.1666666666666668e-05,8.26330532212885e-06
2007-10-11,4.85,4.13,3,-4.027777777777779e-06,2.4691358024691333e-06
2007-10-12,4.88,4.09,4,-4.134150873281312e-06,2.787226001511714e-06
2007-10-13,4.8,4.2,5,-3.703703703703703e-06,2.394636015325669e-06
2007-10-14,4.82,4.2,6,-3.4605312383090156e-06,2.481863306605578e-06
2007-10-15,4.85,4.09,0,-4.0149393090569575e-06,2.6590693257359925e-06
2007-10-16,4.8,4.08,1,-4.0616246498599444e-06,2.4904214559386962e-06
2007-10-17,4.85,4.08,2,-1.1581920903954804e-05,8.119658119658108e-06
2007-10-18,4.75,4.09,3,-3.8135593220338998e-06,2.2222222222222212e-06
2007-10-19,4.75,4.1,4,-3.5612535612535607e-06,2.1739130434782607e-06
2007-10-20,4.75,4.2,5,-3.5014005602240897e-06,2.1739130434782607e-06
2007-10-21,4.78,4.2,6,-3.0017152658662087e-06,2.306805074971166e-06
2007-10-22,4.8,4.2,0,-3.2956685499058384e-06,2.394636015325669e-06
2007-10-23,4.69,4.11,1,-3.472222222222219e-06,1.8551064245264647e-06
2007-10-24,4.7,4.15,2,-9.971509971509964e-06,5.116959064327492e-06
2007-10-25,4.74,4.13,3,-3.293241695303552e-06,1.984126984126983e-06
2007-10-26,4.72,4.17,4,-3.0172413793103435e-06,1.6996891996891984e-06
2007-10-27,4.65,4.2,5,-3.086419753086418e-06,1.7207472959685375e-06
2007-10-28,4.7,4.2,6,-2.873563218390804e-06,1.949317738791426e-06
2007-10-29,4.63,4.19,0,-3.049361539927575e-06,1.1841326228537607e-06
2007-10-30,4.7,4.17,1,-2.801932367149759e-06,1.6081871345029227e-06
2007-10-31,4.55,4.12,2,-9.130434782608693e-06,3.453453453453446e-06
2007-11-01,4.59,4.07,3,-2.9394473838918285e-06,1.5901411250248473e-06
2007-11-02,4.58,4.14,4,-2.772913018096907e-06,1.1947431302270033e-06
2007-11-03,4.59,4.1,5,-2.7924750146972383e-06,1.4410653945537667e-06
2007-11-04,4.59,4.18,6,-2.4005486968449947e-06,1.5404492148678173e-06
2007-11-05,4.59,4.09,0,-2.8414658044287675e-06,1.4907573047107935e-06
2007-11-06,4.59,4.13,1,-2.5118203309692654e-06,1.6895249453388977e-06
2007-11-07,4.58,4.14,2,-7.922535211267605e-06,3.58422939068101e-06
2007-11-08,4.45,4.12,3,-2.3809523809523786e-06,6.625891946992849e-07
2007-11-09,4.58,4.2,4,-2.347417840375584e-06,8.960573476702501e-07
2007-11-10,4.55,4.1,5,-2.7040314650934163e-06,1.2512512512512508e-06
2007-11-11,4.57,4.2,6,-2.43664717348928e-06,1.3464991023339354e-06
2007-11-12,4.45,4.25,0,-1.7825311942959012e-06,5.096839959225311e-07
2007-11-13,4.53,4.16,1,-2.318926386421946e-06,8.539280691179435e-07
2007-11-14,4.57,4.18,2,-7.867132867132863e-06,2.8426092160383033e-06
2007-11-15,4.6,4.1,3,-2.9239766081871373e-06,1.4880952380952358e-06
2007-11-16,4.65,4.17,4,-2.5828460038986378e-06,1.3765978367748296e-06
2007-11-17,4.51,4.2,5,-2.4810274372445985e-06,1.0586811857229273e-06
2007-11-18,4.53,4.2,6,-2.347417840375584e-06,1.1553144464536887e-06
2007-11-19,4.73,4.12,0,-3.1718569780853514e-06,1.987589683924762e-06
2007-11-20,4.7,4.15,1,-2.89855072463768e-06,1.21832358674464e-06
2007-11-21,4.54,4.19,2,-7.984901277584203e-06,2.2563176895306903e-06
2007-11-22,4.55,4.22,3,-2.5603864734299535e-06,6.506506506506502e-07
2007-11-23,4.72,4.15,4,-2.9847872135567076e-06,1.3111888111888077e-06
2007-11-24,4.67,4.1,5,-3.2254958598112854e-06,1.812659220066629e-06
2007-11-25,4.67,4.2,6,-2.9591447117220328e-06,1.812659220066629e-06
2007-11-26,4.65,4.16,0,-2.8502415458937194e-06,1.4257620452310721e-06
2007-11-27,4.73,4.08,1,-3.697383390216154e-06,2.18150087260035e-06
2007-11-28,4.75,4.11,2,-1.091269841269841e-05,6.376811594202901e-06
2007-11-29,4.7,4.13,3,-3.208812260536397e-06,1.8031189083820656e-06
2007-11-30,4.8,4.15,4,-3.5310734463276836e-06,1.676245210727968e-06
2007-12-01,4.83,4.1,5,-3.968253968253969e-06,2.525252525252526e-06
2007-12-02,4.75,4.22,6,-3.201506591337102e-06,2.0772946859903366e-06
2007-12-03,4.75,4.19,0,-3.133903133903132e-06,1.7391304347826104e-06
2007-12-04,4.8,4.17,1,-3.436911487758947e-06,2.059386973180076e-06
2007-12-05,4.85,4.19,2,-1.002824858757062e-05,6.552706552706558e-06
2007-12-06,4.83,4.07,3,-3.826530612244898e-06,2.668191347436634e-06
2007-12-07,4.7,4.09,4,-3.400383141762451e-06,1.9980506822612085e-06
2007-12-08,4.6,4.1,5,-2.9239766081871373e-06,1.4880952380952358e-06
2007-12-09,4.75,4.22,6,-3.201506591337102e-06,2.0772946859903366e-06
2007-12-10,4.65,4.15,0,-2.89855072463768e-06,9.832841691248785e-07
2007-12-11,4.4,4.03,1,-2.8273809523809486e-06,6.172839506172848e-07
2007-12-12,4.3,4.15,2,-3.858024691358023e-06,-2.3584905660377445e-06
2007-12-13,4.3,4.13,3,-1.3888888888888902e-06,-1.5723270440251877e-07
2007-12-14,4.3,4.1,4,-1.2980269989615787e-06,-5.241090146750523e-07
2007-12-15,4.27,4.23,5,-7.24187875025863e-07,-8.433480919249399e-07
2007-12-16,4.28,4.2,6,-1.0288065843621415e-06,-6.313131313131308e-07
2007-12-17,4.3,4.1,0,-1.2980269989615787e-06,-5.241090146750523e-07
2007-12-18,4.37,4.1,1,-1.8789356083688813e-06,-1.5518311607697223e-07
2007-12-19,4.35,4.1,2,-5.351681957186549e-06,-7.788161993769564e-07
2007-12-20,4.3,4.1,3,-1.5432098765432136e-06,-5.241090146750523e-07
2007-12-21,5.07,4.4,4,-3.7007312288211165e-06,2.3796448837635027e-06
2007-12-22,4.4,4.1,5,-2.0202020202020206e-06,5.144032921810722e-07
2007-12-23,4.75,4.1,6,-3.7664783427495313e-06,2.1739130434782607e-06
2007-12-24,4.75,4.1,0,-3.7664783427495313e-06,2.1739130434782607e-06
2007-12-25,4.65,4.1,1,-3.2254958598112854e-06,1.7207472959685375e-06
2007-12-26,4.97,4.1,2,-1.4002175095160412e-05,9.352317141261862e-06
2007-12-27,4.95,4.15,3,-4.132231404958676e-06,2.334267040149394e-06
2007-12-28,4.51,4.15,4,-2.2776787482669846e-06,3.0248033877797795e-07
2007-12-29,4.53,4.1,5,-2.7040314650934163e-06,1.1553144464536887e-06
2007-12-30,4.35,4.25,6,-1.4064697609001421e-06,-5.192107995846314e-07
2007-12-31,4.3,4.1,0,-1.5432098765432136e-06,0.0
2008-01-01,4.3,4.1,1,-2.0202020202020206e-06,0.0
2008-01-02,4.4,4.15,2,-5.3030303030302994e-06,-7.716049382716084e-07
2008-01-03,4.4,4.15,3,-1.7676767676767665e-06,-2.572016460905361e-07
2008-01-04,4.47,4.12,4,-2.0128824476650528e-06,7.617306520414368e-07
2008-01-05,4.29,4.1,5,-1.4945372088229244e-06,-5.250997689561067e-08
2008-01-06,4.25,4.2,6,-1.2742099898063185e-06,-7.93650793650797e-07
2008-01-07,4.35,4.15,0,-1.2860082304526744e-06,-5.192107995846314e-07
2008-01-08,4.35,4.24,1,-8.23045267489713e-07,-4.672897196261738e-07
2008-01-09,4.3,4.15,2,-4.297114794352352e-06,-2.3584905660377445e-06
2008-01-10,4.3,4.15,3,-1.0384215991692598e-06,-7.861635220125815e-07
2008-01-11,4.25,4.18,4,-6.289308176100627e-07,-6.878306878306878e-07
2008-01-12,4.12,4.1,5,-6.385696040868447e-07,-9.765625e-07
2008-01-13,4.24,4.1,6,-1.2484394506866417e-06,-3.180661577608102e-07
2008-01-14,4.27,4.15,0,-8.876357560568074e-07,-9.487666034155604e-07
2008-01-15,4.24,4.2,1,-6.265664160401017e-07,-3.180661577608102e-07
2008-01-16,4.17,4.17,2,-2.3496240601503796e-06,-3.223726627981945e-06
2008-01-17,4.25,4.14,3,-8.385744234800836e-07,-4.7619047619047575e-07
2008-01-18,4.25,4.13,4,-7.89141414141415e-07,-4.2328042328042425e-07
2008-01-19,4.12,4.1,5,-7.421543681085694e-07,-9.765625e-07
2008-01-20,4.2,4.2,6,-7.788161993769441e-07,-5.341880341880323e-07
2008-01-21,4.2,4.12,0,-6.878306878306878e-07,-1.175213675213671e-06
2008-01-22,4.05,4.08,1,-3.7756202804746667e-07,-1.5401540154015415e-06
2008-01-23,3.45,4.12,2,1.043956043956044e-05,-1.8164794007490637e-05
2008-01-24,3.35,4.11,3,4.119850187265918e-06,-6.130268199233717e-06
2008-01-25,3.32,4.13,4,4.389265111612744e-06,-6.8158436213991725e-06
2008-01-26,3.25,4.1,5,4.057428214731584e-06,-6.862745098039216e-06
2008-01-27,3.24,4.2,6,5.200405885337397e-06,-6.944444444444445e-06
2008-01-28,3.27,4.12,0,4.693049213597163e-06,-7.481134530314861e-06
2008-01-29,3.22,4.14,1,5.196304849884524e-06,-7.372301211163766e-06
2008-01-30,3.26,4.14,2,1.4236902050113872e-05,-2.1126760563380288e-05
2008-01-31,3.1,4.09,3,5.886243386243384e-06,-8.40108401084011e-06
2008-02-01,3.1,4.15,4,6.693440428380184e-06,-8.468834688346885e-06
2008-02-02,3.1,4.05,5,5.62169312169312e-06,-7.791327913279133e-06
2008-02-03,3.1,4.05,6,6.024096385542164e-06,-7.791327913279133e-06
2008-02-04,3.12,4.14,0,6.46149746869171e-06,-8.22545846817691e-06
2008-02-05,3.15,4.18,1,6.481481481481477e-06,-7.5635876840696105e-06
2008-02-06,3.2,4.06,2,1.588235294117646e-05,-2.1031746031746032e-05
2008-02-07,3.0,4.1,3,6.775067750677507e-06,-9.027777777777776e-06
2008-02-08,3.07,4.12,4,6.328270716759929e-06,-8.531258531258528e-06
2008-02-09,3.02,4.18,5,7.146709816612726e-06,-8.706467661691549e-06
2008-02-10,2.99,4.05,6,6.353068396864022e-06,-8.771929824561401e-06
2008-02-11,3.08,4.12,0,6.658595641646491e-06,-9.12309368191721e-06
2008-02-12,3.06,4.03,1,5.809294871794873e-06,-8.004926108374382e-06
2008-02-13,3.06,4.17,2,2.0232371794871788e-05,-2.688834154351394e-05
2008-02-14,3.08,4.13,3,6.725854183481304e-06,-8.510348583877996e-06
2008-02-15,3.07,4.15,4,6.944444444444445e-06,-8.736008736008728e-06
2008-02-16,3.07,4.05,5,6.270226537216829e-06,-8.053508053508049e-06
2008-02-17,3.07,4.05,6,6.270226537216829e-06,-8.053508053508049e-06
2008-02-18,3.1,4.1,0,5.95238095238095e-06,-8.130081300813009e-06
2008-02-19,3.03,4.14,1,6.216931216931214e-06,-9.029500964984839e-06
2008-02-20,3.1,4.1,2,1.9076305220883512e-05,-2.4390243902439026e-05
2008-02-21,3.06,4.08,3,6.14316239316239e-06,-8.347016967706621e-06
2008-02-22,3.06,4.13,4,6.477029914529913e-06,-8.689107827038855e-06
2008-02-23,3.05,4.25,5,7.362784471218205e-06,-8.916323731138543e-06
2008-02-24,3.05,4.25,6,6.944444444444445e-06,-8.916323731138543e-06
2008-02-25,3.04,4.25,0,6.861968857218262e-06,-9.007150715071503e-06
2008-02-26,3.1,4.15,1,6.283068783068785e-06,-8.468834688346885e-06
2008-02-27,3.06,4.13,2,1.943108974358974e-05,-2.6067323481116567e-05
2008-02-28,3.06,4.12,3,6.4102564102564125e-06,-8.620689655172412e-06
2008-02-29,3.07,4.2,4,6.8611777244870775e-06,-9.07725907725908e-06
2008-03-01,3.05,4.1,5,6.358768406961171e-06,-8.573388203017833e-06
2008-03-02,3.05,4.22,6,6.74603174603174e-06,-8.710562414266124e-06
2008-03-03,3.05,4.15,0,6.693440428380184e-06,-8.916323731138543e-06
2008-03-04,3.04,4.12,1,6.004222750065982e-06,-8.800880088008803e-06
2008-03-05,3.08,4.11,2,1.854066985645934e-05,-2.5122549019607826e-05
2008-03-06,3.1,4.13,3,6.559571619812583e-06,-8.333333333333335e-06
2008-03-07,2.91,4.07,4,6.488240064882405e-06,-1.0372264847968174e-05
2008-03-08,2.95,4.0,5,5.689424364123156e-06,-8.790436005625876e-06
2008-03-09,3.05,4.22,6,6.74603174603174e-06,-8.710562414266124e-06
2008-03-10,3.06,4.07,0,6.076388888888889e-06,-8.962780514504646e-06
2008-03-11,3.0,4.07,1,6.571815718157187e-06,-9.51388888888889e-06
2008-03-12,2.85,4.14,2,2.5105485232067496e-05,-3.2251082251082254e-05
2008-03-13,2.85,4.12,3,8.227848101265824e-06,-1.1327561327561329e-05
2008-03-14,2.72,4.2,4,9.354470151385323e-06,-1.2544802867383515e-05
2008-03-15,2.48,4.2,5,1.2569832402234637e-05,-1.4527458492975733e-05
2008-03-16,2.63,4.2,6,1.0740740740740742e-05,-1.2779308233853691e-05
2008-03-17,2.4,4.05,0,1.2301587301587303e-05,-1.5522875816993464e-05
2008-03-18,2.5,4.07,1,1.1342592592592595e-05,-1.484126984126984e-05
2008-03-19,2.6,4.12,2,3.198198198198197e-05,-4.2129629629629625e-05
2008-03-20,2.65,4.2,3,1.0740740740740742e-05,-1.2937595129375947e-05
2008-03-21,2.55,3.9,4,9.00900900900901e-06,-1.2128325508607195e-05
2008-03-22,2.73,3.9,5,7.760371337394841e-06,-1.0202561811140895e-05
2008-03-23,2.55,4.2,6,1.1261261261261263e-05,-1.3693270735524258e-05
2008-03-24,2.7,4.23,0,1.0453216374269011e-05,-1.2237237237237237e-05
2008-03-25,2.73,4.12,1,9.355961705831157e-06,-1.258564194221031e-05
2008-03-26,2.88,4.12,2,2.3869346733668346e-05,-3.307560137457044e-05
2008-03-27,2.8,4.15,3,8.90313390313391e-06,-1.0964912280701759e-05
2008-03-28,2.89,4.14,4,8.006126427179053e-06,-9.997143673236219e-06
2008-03-29,2.93,3.95,5,6.341328921974088e-06,-8.623126943737632e-06
2008-03-30,2.97,4.15,6,6.7767042404723555e-06,-9.305905401623281e-06
2008-03-31,2.75,4.12,0,8.227848101265824e-06,-1.2370370370370371e-05
2008-04-01,2.9,4.31,1,8.197831978319784e-06,-1.1823361823361823e-05
2008-04-02,2.93,4.08,2,2.1193415637860093e-05,-2.8625954198473285e-05
2008-04-03,2.95,4.12,3,7.338820301783264e-06,-1.0337552742616034e-05
2008-04-04,2.8,4.11,4,7.708333333333335e-06,-1.1038011695906433e-05
2008-04-05,2.7,4.18,5,1.0087719298245614e-05,-1.2237237237237237e-05
2008-04-06,2.77,4.18,6,8.742244782853921e-06,-1.1494252873563217e-05
2008-04-07,2.8,4.12,0,7.77777777777778e-06,-1.1842105263157895e-05
2008-04-08,2.65,4.11,1,9.090909090909094e-06,-1.2633181126331807e-05
2008-04-09,2.65,4.12,2,2.748917748917749e-05,-4.041095890410959e-05
2008-04-10,2.65,4.12,3,9.163059163059163e-06,-1.2709284627092847e-05
